|company_name|raised_amount_usd|market|funding_total_usd|status|country_code|city|funding_rounds|founded_year|sector|hasDotCom
998|SixDoors|650000.0|E-Commerce|650000|operating|USA|San Francisco|1|2013.0|online platforms and marketplaces|0
999|SkiApps.com|750000.0|Twin-Tip Skis|750000|operating|USA|Briarcliff Manor|1|2011.0|online platforms and marketplaces|1
1000|Skift|1100000.0|Media|1100000|operating|USA|New York|2|2012.0|online platforms and marketplaces|0
1001|Skim.it|28437.0|Collaboration|28437|operating|GBR|London|1|2013.0|online platforms and marketplaces|0
1002|Skinkers|3500000.0|Peer-to-Peer|23414268|acquired|GBR|London|3|1999.0|online platforms and marketplaces|0
1003|Skoovy|750000.0|Social Media|750000|operating|USA|Scottsdale|1|2012.0|online platforms and marketplaces|0
1004|Skylabs|661000.0|E-Commerce|661000|operating|NOR||1|2013.0|online platforms and marketplaces|0
1005|Slingr|455000.0|Social Network Media|455000|operating|USA|Burbank|1|2011.0|online platforms and marketplaces|0
1006|Smash Bucket|40000.0|Social Media|40000|operating|USA|Brooklyn|1|2013.0|online platforms and marketplaces|0
1007|Smash Technologies|1350000.0|Messaging|1350000|operating|USA|Pittsburgh|1|2007.0|online platforms and marketplaces|0
1008|Smile Family|1000000.0|Social Network Media|1000000|operating|KOR|Seoul|1|2013.0|online platforms and marketplaces|0
1009|Snipi|2525000.0|Social Buying|4074999|closed|USA|Philadelphia|3|2007.0|online platforms and marketplaces|0
1010|SoStupid.com|50000.0|Entertainment|50000|operating|USA|New York|1|2010.0|online platforms and marketplaces|1
1011|SoThree|1500000.0|Media|1500000|operating|USA|San Francisco|1|2012.0|online platforms and marketplaces|0
1012|SoapBox Soaps|100000.0|E-Commerce|1355000|operating|USA|Alexandria|3|2010.0|online platforms and marketplaces|0
1013|Social IQ (Social Influence Quotient)|300000.0|Social Media|1050000|operating|USA|San Diego|2|2009.0|online platforms and marketplaces|0
1014|Social Shopping Network ®|1000000.0|E-Commerce|1000000|operating|USA|Miami|1|2011.0|online platforms and marketplaces|0
1015|Social Tools|50695.0|Social Media|50695||ARG|Buenos Aires|1|2012.0|online platforms and marketplaces|0
1016|SocialCom|298836.0|E-Commerce|298836|acquired|DEU|Munich|1|2008.0|online platforms and marketplaces|0
1017|SocialMedia.com|500000.0|Facebook Applications|10000000|acquired|USA|San Francisco|3|2007.0|online platforms and marketplaces|1
1018|SocialMeterTV|40000.0|Social Media|40000|operating|CHL|Santiago|1|2011.0|online platforms and marketplaces|0
1019|Socialplex Inc.|750000.0|Social Media|750000|operating|USA|Berkeley|1|2013.0|online platforms and marketplaces|0
1020|Soldsie|1000000.0|E-Commerce|5000000|operating|USA|San Francisco|4|2012.0|online platforms and marketplaces|0
1021|Soloingles.com Internacional|250000.0|Education|250000|operating|ARG|Buenos Aires|1|2002.0|online platforms and marketplaces|1
1022|Solvesting|10000.0|Peer-to-Peer|10000|operating|||1|2014.0|online platforms and marketplaces|0
1023|Sonoma|250000.0|Flash Sales|700000||BRA|São Paulo|3|2012.0|online platforms and marketplaces|0
1024|Sosh|1000000.0|Social Media|16254000|operating|USA|San Francisco|4|2010.0|online platforms and marketplaces|0
1025|Soundsupply|140000.0|E-Commerce|140000|operating|USA|Chicago|1|2013.0|online platforms and marketplaces|0
1026|SozializeMe|100000.0|Social Media|100000|operating|USA|Redwood City|1|2013.0|online platforms and marketplaces|0
1027|Space Market|936000.0|Online Rental|936000|operating|JPN|Tokyo|1|2014.0|online platforms and marketplaces|0
1028|Spacious App|812233.0|Marketplaces|812233|operating|GBR|London|1|2013.0|online platforms and marketplaces|0
1029|SparCode|35000.0|Social Media|35000|closed|DNK|Copenhagen|1|2010.0|online platforms and marketplaces|0
1030|Sparktrend|135000.0|E-Commerce|135000|operating|||1|2013.0|online platforms and marketplaces|0
1031|Spectafy|375000.0|Crowdsourcing|375000|operating|USA|San Francisco|1|2013.0|online platforms and marketplaces|0
1032|SpiritShop.com|1250000.0|Fashion|1250000|operating|USA|Detroit|1|2005.0|online platforms and marketplaces|1
1033|Splyst|570000.0|Social Media|570000|operating|USA|Miami|1|2012.0|online platforms and marketplaces|0
1034|SportEmp.com|129390.0|Sports|129390|operating|GBR|Axbridge|1|2012.0|online platforms and marketplaces|1
1035|SportStylist|10000.0|Social Buying|10000|operating|GBR|London|1|2013.0|online platforms and marketplaces|0
1036|Sports MatchMaker|1738250.0|Social Media|1738250|operating|USA|Phoenix|1|2003.0|online platforms and marketplaces|0
1037|SportsBeat.com|400000.0|Sports|400000|operating|USA|Newport Beach|1|2011.0|online platforms and marketplaces|1
1038|Spree Commerce|1500000.0|E-Commerce|6500000|operating|USA|Bethesda|2|2011.0|online platforms and marketplaces|0
1039|Springleap|400000.0|Marketplaces|400000|operating|USA|Brooklyn|1|2012.0|online platforms and marketplaces|0
1040|Spruik|200000.0|Social Media|200000|operating|CAN|Vancouver|1|2012.0|online platforms and marketplaces|0
1041|Sqoot|15000.0|E-Commerce|15000|acquired|USA|San Francisco|2|2010.0|online platforms and marketplaces|0
1042|Sr.Pago|1100000.0|E-Commerce Platforms|1100000|operating|MEX|Mexico City|1|2010.0|online platforms and marketplaces|0
1043|Stadius|250000.0|Messaging|250000||USA|Seattle|1|2012.0|online platforms and marketplaces|0
1044|Stagend.com|100000.0|Nightclubs|100000|operating|CHE|Lugano|1|2010.0|online platforms and marketplaces|1
1045|Stamp.it|225000.0|Retail|225000|operating|GBR|London|1|2012.0|online platforms and marketplaces|0
1046|StarBlock.com|250000.0|Technology|250000|operating|USA|Waconia|1|2012.0|online platforms and marketplaces|1
1047|Startup Threads|40000.0|E-Commerce|40000|operating|CHL|Santiago|1|2011.0|online platforms and marketplaces|0
1048|StatSims.com|663800.0|Games|663800|operating|USA|Indianapolis|1|2011.0|online platforms and marketplaces|1
1049|State|163510.0|Social Media|14163510|operating|GBR|London|3|2010.0|online platforms and marketplaces|0
1050|Stayzilla|500000.0|E-Commerce|500000|operating|IND|Chennai|2|2005.0|online platforms and marketplaces|0
1051|StellaService|1749999.0|E-Commerce|23949999|operating|USA|New York|5|2009.0|online platforms and marketplaces|0
1052|StepOut|1200000.0|Social Media|1347000|acquired|||2|2008.0|online platforms and marketplaces|0
1053|Stevie|1500000.0|Social Media|2100000|operating|ISR|Tel Aviv|3|2011.0|online platforms and marketplaces|0
1054|StorkUp.com|736000.0|E-Commerce|736000|operating|GBR|Glasgow|1|2012.0|online platforms and marketplaces|1
1055|Storm Media Innovations Inc|100000.0|E-Commerce|100000|closed|CAN|Vancouver|1|2000.0|online platforms and marketplaces|0
1056|Storrz|100000.0|Online Shopping|100000|closed|IND|Bangalore|1|2007.0|online platforms and marketplaces|0
1057|StoryBox|350000.0|Media|2350000|operating|USA|San Francisco|2|2010.0|online platforms and marketplaces|0
1058|Strut|1500000.0|Mobile Commerce|1500000|operating|USA|San Francisco|1|2013.0|online platforms and marketplaces|0
1059|Stumpedia|100000.0|Social Media|100000|operating|||1|2008.0|online platforms and marketplaces|0
1060|StyleFactory|500000.0|Crowdsourcing|500000|operating|USA|New York|1|2010.0|online platforms and marketplaces|0
1061|StyleFeeder|1000000.0|Social Buying|3500000|acquired|USA|Cambridge|3|2006.0|online platforms and marketplaces|0
1062|StyleHop|570000.0|Crowdsourcing|570000|operating|USA|Maplewood|1|2009.0|online platforms and marketplaces|0
1063|Stylechi|227287.0|E-Commerce|227287|operating|GBR|London|1|2011.0|online platforms and marketplaces|0
1064|Stylewhile|300000.0|E-Commerce|300000|operating|FIN|Helsinki|1|2012.0|online platforms and marketplaces|0
1065|SuccessNexus.com|75000.0|E-Commerce|75000|operating|IND|Mumbai|1|2010.0|online platforms and marketplaces|1
1066|SuddenValues|1200000.0|E-Commerce|1200000|operating|USA|Wenatchee|1|1998.0|online platforms and marketplaces|0
1067|Sunnyloft|300000.0|Social Media|300000|operating|KOR|Seoul|1|2011.0|online platforms and marketplaces|0
1068|SupplyBid|200000.0|E-Commerce|1700000|operating|USA|Commerce|2|2013.0|online platforms and marketplaces|0
1069|SupplySeeker.com|100000.0|Public Relations|100000|closed|USA|New York|1|2012.0|online platforms and marketplaces|1
1070|Sustainatopia.com|40000.0|News|40000|operating|USA|Miami|1|2010.0|online platforms and marketplaces|1
1071|Swank|300000.0|Marketplaces|300000|operating|USA|Anaheim|1|2013.0|online platforms and marketplaces|0
1072|Swap.com (Netcycler Inc.)|1500000.0|Online Shopping|3000000|operating|USA|Bolingbrook|4|2008.0|online platforms and marketplaces|1
1073|Swarmforce|350000.0|Social Media|350000|closed|USA|Dallas|1|2008.0|online platforms and marketplaces|0
1074|SweetSlap|50000.0|Mobile Commerce|50000|closed|USA|San Francisco|1|2013.0|online platforms and marketplaces|0
1075|Swoon Editions|1818301.0|E-Commerce|8620520|operating|GBR|London|2|2012.0|online platforms and marketplaces|0
1076|Sword.com|1000000.0|Curated Web|1000000|operating|USA|New York|1|2010.0|online platforms and marketplaces|1
1077|Symphony Commerce|2670000.0|Online Shopping|39044997|operating|USA|San Francisco|5|2010.0|online platforms and marketplaces|0
1078|T-ZONE|1333.0|E-Commerce|12999|operating|BGD|Dhaka|4|2012.0|online platforms and marketplaces|0
1079|TARDIS-BOX.com|110000.0|File Sharing|110000|operating|USA|Deerfield Beach|1|2014.0|online platforms and marketplaces|1
1080|TOMS Shoes|300000.0|E-Commerce|300000|acquired|USA|Los Angeles|1|2006.0|online platforms and marketplaces|0
1081|Tabletize.com|132332.0|Mobile Software Tools|132332|operating|ITA|Milan|1|2012.0|online platforms and marketplaces|1
1082|Tacatì|1286600.0|E-Commerce|1286600|operating|ITA|Asti|1|2012.0|online platforms and marketplaces|0
1083|Tackle Grab|1000000.0|E-Commerce|1052500|operating|USA|East Sandwich|2|2012.0|online platforms and marketplaces|0
1084|Tagbrand|500000.0|Social Network Media|600000|operating|||2|2011.0|online platforms and marketplaces|0
1085|Taggify|40000.0|Blogging Platforms|1040000|operating|ARG|Buenos Aires|2|2011.0|online platforms and marketplaces|0
1086|Taggstr|50000.0|Online Reservations|50000|closed|USA|San Jose|1|2009.0|online platforms and marketplaces|0
1087|Tagito|320000.0|Social Media|320000|operating|USA|Aliso Viejo|1|2008.0|online platforms and marketplaces|0
1088|Taketake|350000.0|Social Media|350000|operating|USA|San Francisco|1|2009.0|online platforms and marketplaces|0
1089|Talaentia|40000.0|Social Media|40000|operating|CHL|Santiago|1|2011.0|online platforms and marketplaces|0
1090|TalkLife|185000.0|Social Media|385000|operating|GBR|London|2|2012.0|online platforms and marketplaces|0
1091|Talknote|106651.0|Social Media|2106651|operating|JPN|Tokyo|3|2010.0|online platforms and marketplaces|0
1092|Tangible Cryptography|600000.0|E-Commerce|600000|operating|USA|Wilmington|1|2012.0|online platforms and marketplaces|0
1093|Tanyas Jewelry|10000.0|E-Commerce|10000|operating|IND|Mumbai|1|2013.0|online platforms and marketplaces|0
1094|Tapestry|600000.0|Social Media|1000000|operating|AUS|Ultimo|3|2011.0|online platforms and marketplaces|0
1095|Tarisa|100000.0|Marketplaces|100000|operating|SGP|Singapore|1|2014.0|online platforms and marketplaces|0
1096|Tasit.com|200000.0|Internet|200000|operating|TUR|Istanbul|3|2010.0|online platforms and marketplaces|1
1097|Task Spotting Inc.|200000.0|Crowdsourcing|200000|operating|ARE|Dubai|1|2014.0|online platforms and marketplaces|0
1098|Taskhero.com|35000.0|Curated Web|35000|operating|USA|San Diego|1|2012.0|online platforms and marketplaces|1
1099|Taskhub|63398.0|E-Commerce Platforms|63398|operating|GBR|London|2|2012.0|online platforms and marketplaces|0
1100|TastyNow.com|25000.0|Hospitality|25000|closed|USA|San Antonio|1|2009.0|online platforms and marketplaces|1
1101|Tatango|350000.0|Messaging|600000|operating|USA|Bellingham|2|2007.0|online platforms and marketplaces|0
1102|Tattoodo|450000.0|Blogging Platforms|450000|operating|DNK|Copenhagen|1|2013.0|online platforms and marketplaces|0
1103|TaxJar|600000.0|E-Commerce|600000|operating|USA|San Diego|1|2013.0|online platforms and marketplaces|0
1104|Teabox|1000000.0|E-Commerce|8000000|operating|IND|Darjeeling|3|2012.0|online platforms and marketplaces|0
1105|Teachernow|10000.0|Social Network Media|10000|operating|CHL|Santiago|1|2014.0|online platforms and marketplaces|0
1106|Teaman & Company|100000.0|E-Commerce|100000|operating|USA|Berkeley|1|2013.0|online platforms and marketplaces|0
1107|Teespring|675000.0|E-Commerce|56875000|operating|USA|Providence|4|2011.0|online platforms and marketplaces|0
1108|TellMi|40000.0|Messaging|40000|operating|URY|Montevideo|1|2012.0|online platforms and marketplaces|0
1109|Termii webtech limited|10000.0|Social Media|10000|operating|NGA|New Lagos|1|2013.0|online platforms and marketplaces|0
1110|TextCorner|40000.0|E-Commerce|40000|operating|BRA|Belo Horizonte|1|2012.0|online platforms and marketplaces|0
1111|TextHog|50000.0|Messaging|50000|operating|USA|Chicago|1|2008.0|online platforms and marketplaces|0
1112|TextbookTime.com Textbook Time|50000.0|E-Commerce|50000|operating|USA|Sandy|1|2010.0|online platforms and marketplaces|1
1113|Textingly|650000.0|Messaging|650000|operating|USA|New York|1|2010.0|online platforms and marketplaces|0
1114|The Beauty Tribe|100000.0|Social Media|100000|closed|DEU|Munich|1|2010.0|online platforms and marketplaces|0
1115|The Bouqs Company|1100000.0|E-Commerce|7100000|operating|USA|Los Angeles|3|2012.0|online platforms and marketplaces|0
1116|The Deal Fair|70000.0|E-Commerce|70000|operating|USA|Havertown|1|2011.0|online platforms and marketplaces|0
1117|The DoBand Campaign|23500.0|Social Network Media|63500|closed|USA|Ithaca|2|2010.0|online platforms and marketplaces|0
1118|The Football Social Club|560760.0|Social Network Media|860760|closed|FRA|Paris|2|2009.0|online platforms and marketplaces|0
1119|The Gifts Project|1000000.0|Social Commerce|1000000|acquired|ISR|Tel Aviv|2|2009.0|online platforms and marketplaces|0
1120|The Innovation Arb|40000.0|Social Media|40000|operating|CHL|Santiago|1|2013.0|online platforms and marketplaces|0
1121|The Local|1857559.0|Media|3933513|operating|SWE|Stockholm|3|2004.0|online platforms and marketplaces|0
1122|The Skimm|1579577.0|Media|1579577|operating|USA|New York|1|2012.0|online platforms and marketplaces|0
1123|The Social Coin SL|15000.0|Social Media|30388|operating|ESP|Barcelona|2|2013.0|online platforms and marketplaces|0
1124|The TechMap|50000.0|Social Business|50000|operating|USA|Austin|1|2013.0|online platforms and marketplaces|0
1125|The Wedding Favor|100000.0|Social Media|100000|closed|||1|2010.0|online platforms and marketplaces|0
1126|TheBlogTV|102056.0|Social Business|13308556|operating|ESP|Madrid|4|2006.0|online platforms and marketplaces|0
1127|TheFix.com|500000.0|News|2900000|operating|USA|New York|2|2010.0|online platforms and marketplaces|1
1128|TheLocker|1125000.0|E-Commerce|1125000|operating|USA|Weymouth|1|2013.0|online platforms and marketplaces|0
1129|TheRanking.com|4000000.0|Social Media|4000000|operating|ESP|Madrid|1|2011.0|online platforms and marketplaces|1
1130|TheSedge.org|40000.0|Finance|40000|operating|CAN|Calgary|1|2013.0|online platforms and marketplaces|0
1131|TheVegibox.com|32155.0|Local|32155|closed|GBR|Lymington|1|2011.0|online platforms and marketplaces|1
1132|TheWrap|500000.0|Blogging Platforms|3500000|operating|USA|Santa Monica|3|2008.0|online platforms and marketplaces|0
1133|Threadbox|1500000.0|Messaging|2000000|acquired|USA|Alamo|2|2008.0|online platforms and marketplaces|0
1134|Threadflip|1600000.0|E-Commerce|21100000|operating|USA|San Francisco|3|2011.0|online platforms and marketplaces|0
1135|TicketGoose.com|560000.0|Travel|7413693|operating|IND|Chennai|3|2007.0|online platforms and marketplaces|1
1136|Tidal|500000.0|Marketplaces|500000|operating|||2|2011.0|online platforms and marketplaces|0
1137|Tienda Nube / Nuvem Shop|32500.0|E-Commerce|1032500||ARG|Buenos Aires|3|2011.0|online platforms and marketplaces|0
1138|Tiipz.com|297150.0|Social Media|297150|operating|CAN|Squamish|1|2010.0|online platforms and marketplaces|1
1139|TimZon|18000.0|Messaging|18000|operating|USA|Boulder|1|2008.0|online platforms and marketplaces|0
1140|Timely Network|307552.0|Blogging Platforms|307552|operating|TUR|Çan|1|2012.0|online platforms and marketplaces|0
1141|Tipstar|212361.0|E-Commerce|212361|closed|GBR|Gateshead|1|2007.0|online platforms and marketplaces|0
1142|Tipzu|70000.0|E-Commerce|70000|acquired|||1|2007.0|online platforms and marketplaces|0
1143|Tocomail|500000.0|Messaging|500000|operating|USA|Waltham|1|2014.0|online platforms and marketplaces|0
1144|Tomveyi Bidamon|15000.0|Social Media|15000|operating|USA|Atlanta|1|2012.0|online platforms and marketplaces|0
1145|ToonTime|125000.0|Social Media|125000|operating|NLD|Rotterdam|1|2012.0|online platforms and marketplaces|0
1146|Toplist|250000.0|E-Commerce|250000|operating|USA|New York|1|2013.0|online platforms and marketplaces|0
1147|Totspot|1800000.0|Mobile Commerce|1800000|operating|USA|San Francisco|1|2014.0|online platforms and marketplaces|0
1148|TouchBase Inc.|118000.0|Mobile Commerce|118000|operating|USA|Seattle|1|2014.0|online platforms and marketplaces|0
1149|TownHog|1877298.0|E-Commerce|3889364|acquired|USA|San Francisco|3|2007.0|online platforms and marketplaces|0
1150|Toygaroo.com|50000.0|Toys|250000|closed|USA|Los Angeles|2|2010.0|online platforms and marketplaces|1
1151|TradeGig|40000.0|E-Commerce|40000|operating|USA|San Francisco|1|2012.0|online platforms and marketplaces|0
1152|TradeYa|1100000.0|E-Commerce|1100000|operating|USA|Venice|1|2012.0|online platforms and marketplaces|0
1153|Tradehill|400000.0|E-Commerce|400000|operating|USA|San Francisco|1|2011.0|online platforms and marketplaces|0
1154|Tradeo|1000000.0|Social Media|1000000|operating|ISR|Tel Aviv|1|2011.0|online platforms and marketplaces|0
1155|Transparentrees|1091000.0|Social Media|1091000|operating|USA|Chicago|1|2013.0|online platforms and marketplaces|0
1156|Travel Beauty|486000.0|E-Commerce|486000|operating|USA|New York|1|2011.0|online platforms and marketplaces|0
1157|TravelTriangle|200000.0|E-Commerce|1900000|operating|USA|Charlottesville|2|2011.0|online platforms and marketplaces|0
1158|Travellution|136270.0|Social Network Media|535457|operating|FRA|Paris|2|2011.0|online platforms and marketplaces|0
1159|Travolver|2000000.0|Peer-to-Peer|2000000|closed|RUS|Moscow|1|2011.0|online platforms and marketplaces|0
1160|Tred|100000.0|Social Commerce|1800000|operating|USA|Seattle|3|2012.0|online platforms and marketplaces|0
1161|TribeHired|560000.0|Social Media|560000|operating|SGP|Singapore|1|2012.0|online platforms and marketplaces|0
1162|TripGems|32673.0|Social Media|32673|operating|NLD|Amsterdam|1|2013.0|online platforms and marketplaces|0
1163|TripIt|1000000.0|Social Media|13100000|acquired|USA|San Francisco|3|2006.0|online platforms and marketplaces|0
1164|TrueFacet|118000.0|Marketplaces|118000|operating|||1|2013.0|online platforms and marketplaces|0
1165|Trumaker|1900000.0|E-Commerce|8400000|operating|USA|San Francisco|2|2012.0|online platforms and marketplaces|0
1166|Trust Mico|310473.0|Mobile Commerce|310473|operating|GBR|Cardiff|1|2011.0|online platforms and marketplaces|0
1167|Try The World|700000.0|E-Commerce|700000|operating|USA|New York|1|2013.0|online platforms and marketplaces|0
1168|TuTanda|25000.0|Social Commerce|25000|operating|||1|2012.0|online platforms and marketplaces|0
1169|Tumotorizado.com|95389.0|E-Commerce|95389|operating|||1|2013.0|online platforms and marketplaces|1
1170|TuneStars|127450.0|Social Media|127450|operating|||1|2013.0|online platforms and marketplaces|0
1171|Tunnel X, Inc.|350000.0|Messaging|350000|operating|USA|Brooklyn|1|2013.0|online platforms and marketplaces|0
1172|Tupalo|101474.0|Social Media|101474|acquired|AUT|Vienna|4|2007.0|online platforms and marketplaces|0
1173|Turnaround Innovision|30000.0|E-Commerce|30000|operating|USA||1|2012.0|online platforms and marketplaces|0
1174|Tus reQRdos|25000.0|Social Media|25000|operating|||1|2013.0|online platforms and marketplaces|0
1175|Tutor Assignment|25000.0|Peer-to-Peer|25000|operating|USA|Herndon|1|2011.0|online platforms and marketplaces|0
1176|Tweetworks|50000.0|Messaging|50000|operating|USA|Westborough|1|2008.0|online platforms and marketplaces|0
1177|Twenty20.com|1700000.0|Photo Sharing|1700000|operating|USA|Marina Del Rey|2|2012.0|online platforms and marketplaces|1
1178|Twice|600000.0|Online Shopping|23100000|operating|USA|San Francisco|3|2012.0|online platforms and marketplaces|0
1179|Twinklr|1000.0|Social Media|1000|operating|KOR|Seoul|1|2011.0|online platforms and marketplaces|0
1180|Two Tap|2700000.0|E-Commerce|2700000|operating|USA|Palo Alto|1|2013.0|online platforms and marketplaces|0
1181|Tysdo|210000.0|Mobile Commerce|411834|operating|BRA|Belo Horizonte|2|2013.0|online platforms and marketplaces|0
1182|UCROO|410000.0|Social Network Media|410000|operating|AUS|Prahran|1|2011.0|online platforms and marketplaces|0
1183|Uberpong|10390.0|E-Commerce|10390|operating|USA|Austin|1|2013.0|online platforms and marketplaces|0
1184|Ubrlocal|17000.0|Marketplaces|17000|operating|USA|Seattle|1|2012.0|online platforms and marketplaces|0
1185|Ulabox|1098900.0|E-Commerce|1098900|operating|ESP|Barcelona|1|2010.0|online platforms and marketplaces|0
1186|UnBuyThat|90000.0|Marketplaces|111000|closed|USA|New York|2|2011.0|online platforms and marketplaces|0
1187|Unbound|1818301.0|E-Commerce|1818301|operating|GBR|London|1|2010.0|online platforms and marketplaces|0
1188|Unbxd|30000.0|E-Commerce|2030000|operating|IND|Bangalore|2|2011.0|online platforms and marketplaces|0
1189|Uncovet|1300000.0|E-Commerce|1300000|operating|USA|Santa Monica|1|2011.0|online platforms and marketplaces|0
1190|Unite Us|2000000.0|Social Media|2000000|operating|USA|New York|1|2013.0|online platforms and marketplaces|0
1191|United By Blue|525000.0|E-Commerce|525000|operating|USA|Philadelphia|1|2010.0|online platforms and marketplaces|0
1192|Upfront Media Group|1231189.0|Social Media|1231189|operating|USA|New York|1|2012.0|online platforms and marketplaces|0
1193|Uplike|133560.0|Social Media|653000|operating|FRA|Paris|2|2012.0|online platforms and marketplaces|0
1194|Upptalk|1421100.0|Messaging|7117650|operating|ESP|Barcelona|2|2010.0|online platforms and marketplaces|0
1195|UrbanSitter|1749996.0|Social Media|22949996|operating|USA|San Francisco|4|2010.0|online platforms and marketplaces|0
1196|Urbita|25000.0|Local Search|675000|operating|USA|Los Angeles|2|2012.0|online platforms and marketplaces|0
1197|UsabilityTools.com|250000.0|User Experience Design|250000|operating|||1|2010.0|online platforms and marketplaces|1
1198|UseTogether|38484.0|Social Media|38484|operating|ROM|Cluj|1|2012.0|online platforms and marketplaces|0
1199|Ushi|1500000.0|Social Network Media|5994768|operating|CHN|Shanghai|4|2010.0|online platforms and marketplaces|0
1200|VC4Africa|2000000.0|Social Media|2000000|operating|NLD|Amsterdam|1|2008.0|online platforms and marketplaces|0
1201|VILOOP|411712.0|E-Commerce|411712|operating|ESP|Madrid|1|2013.0|online platforms and marketplaces|0
1202|VINTAGEHUB|25000.0|Social Media|25000|operating|DEU|Berlin|1|2013.0|online platforms and marketplaces|0
1203|VOZ|40000.0|E-Commerce|40000|operating|USA|New York|1|2011.0|online platforms and marketplaces|0
1204|VSporto|200000.0|Media|200000|operating|USA|Madison|1|2011.0|online platforms and marketplaces|0
1205|Veebox|100000.0|Messaging|100000|closed|USA|Santa Monica|1|2008.0|online platforms and marketplaces|0
1206|VeedMe|20000.0|Marketplaces|20000|operating|||1|2013.0|online platforms and marketplaces|0
1207|Vendly|200000.0|Social Media|200000|operating|CHL|Santiago|1|2012.0|online platforms and marketplaces|0
1208|VendorShop|70000.0|Social Commerce|70000|closed|IRL|Dublin|1|2010.0|online platforms and marketplaces|0
1209|VenueBook|2000000.0|Marketplaces|2000000|operating|USA|New York|1|2010.0|online platforms and marketplaces|0
1210|Veridu|125000.0|Online Identity|125000|operating|GBR|London|1|2012.0|online platforms and marketplaces|0
1211|Vertra|290000.0|E-Commerce|420000|operating|USA|Honolulu|2|2004.0|online platforms and marketplaces|0
1212|VeteranCentral.com|150000.0|DOD/Military|150000|closed|USA|Washington|1|2011.0|online platforms and marketplaces|1
1213|Vicino|600000.0|Social Media|600000|closed|USA|Santa Monica|1|2012.0|online platforms and marketplaces|0
1214|Vigoda|1000000.0|E-Commerce|6000000|operating|RUS|Moscow|2|2010.0|online platforms and marketplaces|0
1215|Vinspi|20000.0|E-Commerce|20000|operating|AUS|Melbourne|1|2011.0|online platforms and marketplaces|0
1216|Viralheat|2500000.0|Social Media Monitoring|6825000|operating|USA|San Mateo|3|2011.0|online platforms and marketplaces|0
1217|VisibleGains|1500000.0|Messaging|4500000|operating|USA|Waltham|3|2010.0|online platforms and marketplaces|0
1218|Vitryn|40000.0|Media|40000|operating|CHL|Santiago|1|2012.0|online platforms and marketplaces|0
1219|VivaReal|535000.0|Marketplaces|74780000|operating|BRA|São Paulo|6|2009.0|online platforms and marketplaces|0
1220|VoiceBunny|750000.0|Crowdsourcing|750000|operating|USA|San Francisco|1|2012.0|online platforms and marketplaces|0
1221|Vokle|767000.0|Messaging|767000|operating|USA|Santa Monica|1|2008.0|online platforms and marketplaces|0
1222|Vonvo.com|100000.0|Video Chat|100000|operating|USA|Manhattan|1|2012.0|online platforms and marketplaces|1
1223|Voonik.com|500000.0|Lifestyle|500000|operating|IND|Bengaluru|1|2013.0|online platforms and marketplaces|1
1224|VoteIt|800000.0|Social Media|800000|operating|USA|New Orleans|1|2011.0|online platforms and marketplaces|0
1225|VoxFeed|50000.0|Social Media|50000|operating|MEX|Guadalajara|1|2012.0|online platforms and marketplaces|0
1226|VoxPop Clothing|1000000.0|E-Commerce|1000000|operating|IND|Mumbai|2|2013.0|online platforms and marketplaces|0
1227|VulevÃº|40000.0|Social Media|40000|operating|ARG|Buenos Aires|1|2010.0|online platforms and marketplaces|0
1228|Vune Lab|125000.0|Mobile Commerce|125000|operating|||1|2013.0|online platforms and marketplaces|0
1229|WEEZEVENT|135320.0|E-Commerce|1439220|operating|FRA|Paris|2|2008.0|online platforms and marketplaces|0
1230|WIB|964950.0|E-Commerce|964950|operating|ITA|Palermo|1|2013.0|online platforms and marketplaces|0
1231|WISHI|200000.0|E-Commerce|200000|operating|USA|New York|2|2011.0|online platforms and marketplaces|0
1232|WITOI|40000.0|E-Commerce|40000|operating|CHL|Santiago|1|2012.0|online platforms and marketplaces|0
1233|WUT|1000000.0|Social Media|1000000|operating|USA|San Francisco|1|2014.0|online platforms and marketplaces|0
1234|Waffl.com|350000.0|Travel|350000|operating|USA|Jersey City|1|2009.0|online platforms and marketplaces|1
1235|Waizy|50000.0|Online Reservations|50000|operating|||1|2010.0|online platforms and marketplaces|0
1236|WalkSource|120000.0|Marketplaces|120000|operating|USA|San Francisco|1|2013.0|online platforms and marketplaces|0
1237|Wallit|1200000.0|Social Media|1200000|operating|USA|Berkeley|1|2011.0|online platforms and marketplaces|0
1238|Wantr|600000.0|E-Commerce|600000|operating|DNK|Copenhagen|1|2012.0|online platforms and marketplaces|0
1239|WeAre.Us|50000.0|Social Network Media|50000|closed|USA|San Francisco|1|2007.0|online platforms and marketplaces|0
1240|WeCounsel Solutions, LLC|600000.0|Online Scheduling|600000|operating|USA|Chattanooga|1|2011.0|online platforms and marketplaces|0
1241|WeHack.It|20000.0|Social Media|20000|operating|USA|Cambridge|1|2011.0|online platforms and marketplaces|0
1242|WeLink|20000.0|Social Media Management|20000|operating|USA|San Jose|1|2012.0|online platforms and marketplaces|0
1243|WePlann|25000.0|Marketplaces|25000|operating|USA|Fort Worth|2|2012.0|online platforms and marketplaces|0
1244|WeStyle|253000.0|Social Commerce|313000|operating|USA|Lexington|2|2013.0|online platforms and marketplaces|0
1245|WeSwap.com|775838.0|Travel|10025277|operating|GBR|London|3|2010.0|online platforms and marketplaces|1
