|company_name|raised_amount_usd|market|funding_total_usd|status|country_code|city|funding_rounds|founded_year|sector|hasDotCom
0|1,2,3 Listo|40000.0|E-Commerce|40000|operating|CHL|Las Condes|1|2012.0|online platforms and marketplaces|0
1|1000 Markets|500000.0|Marketplaces|500000|acquired|||1|2009.0|online platforms and marketplaces|0
2|10sec|1600000.0|Mobile Commerce|1600000|operating|||2|2013.0|online platforms and marketplaces|0
3|1DayMakeover|50000.0|E-Commerce|50000|closed|USA|Santa Ana|1|2008.0|online platforms and marketplaces|0
4|1Mind|500000.0|Social Media|500000|operating|USA|Hampton Falls|1|2011.0|online platforms and marketplaces|0
5|23press|50000.0|Blogging Platforms|50000|operating|CAN|Toronto|1|2011.0|online platforms and marketplaces|0
6|24Fundraiser.com|400000.0|Social Fundraising|400000|operating|USA|Willowbrook|1|2007.0|online platforms and marketplaces|1
7|27 Perry|118000.0|E-Commerce|118000|closed|USA|Boulder|1|2012.0|online platforms and marketplaces|0
8|2NGageU|58000.0|Mobile Social|58000|operating|USA|Williston|1|2011.0|online platforms and marketplaces|0
9|4-Tell|25000.0|E-Commerce|2234979|operating|USA|Stevenson|5|2009.0|online platforms and marketplaces|0
10|500Friends|1400000.0|E-Commerce|12900000|acquired|USA|San Francisco|6|2010.0|online platforms and marketplaces|0
11|5minutes|15873.0|Social Media|15873|operating|GBR|London|1|2011.0|online platforms and marketplaces|0
12|7 Billion People|3800000.0|E-Commerce|6528902|closed|USA|Austin|3|2006.0|online platforms and marketplaces|0
13|99Presents|20000.0|E-Commerce|20000|operating|IND|Vadodara|1|2012.0|online platforms and marketplaces|0
14|9GAG|2800000.0|Social Media|2800000|operating|HKG|Hong Kong|2|2008.0|online platforms and marketplaces|0
15|AHAlife.com|3649079.0|E-Commerce|22999079|operating|USA|New York|5|2009.0|online platforms and marketplaces|1
16|AI Merchant|40000.0|E-Commerce|40000|operating|CHL|Santiago|1|2010.0|online platforms and marketplaces|0
17|AKSEL GROUP|500000.0|E-Commerce|500000|operating|USA|New York|1|2010.0|online platforms and marketplaces|0
18|APerfectShirt.com|100000.0|E-Commerce|100000|operating|USA|Portland|1|2012.0|online platforms and marketplaces|1
19|AbraResto|1500000.0|Social Media Platforms|1500000|operating|||1|2012.0|online platforms and marketplaces|0
20|Academia.edu|600000.0|Social Media|17800000|operating|USA|San Francisco|4|2008.0|online platforms and marketplaces|0
21|Academy of Inovation|50000.0|Social Media|50000|operating|||1|2011.0|online platforms and marketplaces|0
22|ActiveGift|20000.0|Social Network Media|20000|operating|UKR|Kiev|1|2011.0|online platforms and marketplaces|0
23|AddMyBest|1170000.0|E-Commerce|1170000|operating|USA|Woodcliff Lake|1|2009.0|online platforms and marketplaces|0
24|AddShoppers|725000.0|Social Buying|725000|operating|USA|Charlotte|1|2011.0|online platforms and marketplaces|0
25|Adfaces|20118.0|Outdoors|20118|operating|GBR|Markyate|1|2010.0|online platforms and marketplaces|0
26|Adfora, Inc.|720000.0|E-Commerce|720000|operating|USA|Glendale|1|2010.0|online platforms and marketplaces|0
27|Adly|500000.0|Social Media|7500000|operating|USA|Beverly Hills|3|2009.0|online platforms and marketplaces|0
28|Admazely|600000.0|E-Commerce|600000|closed|DNK|Copenhagen|1|2011.0|online platforms and marketplaces|0
29|Admira Cosmetics|469008.0|E-Commerce|469008|operating|ESP|Barcelona|1|2010.0|online platforms and marketplaces|0
30|AdmitSee|52500.0|Social Media|402500|operating|||3|2013.0|online platforms and marketplaces|0
31|Adocu.com|500000.0|Social Media|500000|operating|USA|Davis|1|2008.0|online platforms and marketplaces|1
32|Adype|250000.0|Marketplaces|250000|operating|USA|Edgewater|1|2011.0|online platforms and marketplaces|0
33|Affinity Networks|200000.0|Social Media|200000|operating|USA|Venice|2|2013.0|online platforms and marketplaces|0
34|AffinityClick|184711.0|Blogging Platforms|1073288|operating|CAN|Gatineau|2|2009.0|online platforms and marketplaces|0
35|Agrar33|1000000.0|E-Commerce|1000000|operating|DEU|Paderborn|1|2013.0|online platforms and marketplaces|0
36|Airu|2500000.0|E-Commerce|2500000|operating|BRA|São Paulo|1|2011.0|online platforms and marketplaces|0
37|Al Detal|143262.0|E-Commerce|143262|operating|ESP|Madrid|1|2012.0|online platforms and marketplaces|0
38|AllSchoolStuff.com|1500000.0|Retail|1500000|operating|IND|Gurgaon|1|2011.0|online platforms and marketplaces|1
39|Allthetopbananas.com|858800.0|Advertising|858800|operating|GBR|Peterborough|1|2007.0|online platforms and marketplaces|1
40|Anomo|800000.0|Social Media|1372725|operating|USA|Bellevue|3|2012.0|online platforms and marketplaces|0
41|Anonymess|1500000.0|Messaging|1500000|operating|USA|Malibu|1|2014.0|online platforms and marketplaces|0
42|Anonymous You|200000.0|Opinions|200000|closed|USA|Cape Coral|1|2010.0|online platforms and marketplaces|0
43|Answer.To|35000.0|E-Commerce|35000|operating|USA|Sunnyvale|1|2013.0|online platforms and marketplaces|0
44|AnswerGo.com|10000.0|Consumer Internet|10000|operating|CAN|Markham|1|2011.0|online platforms and marketplaces|1
45|Appear Here|1900000.0|Marketplaces|9400000|operating|GBR|London|2|2013.0|online platforms and marketplaces|0
46|ApplyInc.com|125000.0|Real Estate|125000|operating|USA|New York|1|2013.0|online platforms and marketplaces|1
47|Apruve|125000.0|E-Commerce|125000|operating|USA|Minneapolis|1|2013.0|online platforms and marketplaces|0
48|Arden Reed|40000.0|E-Commerce|40000|operating|USA|New York|1|2011.0|online platforms and marketplaces|0
49|Argyle Social|325000.0|Online Scheduling|1565000|operating|USA|Durham|2|2010.0|online platforms and marketplaces|0
50|ArmedZilla|100000.0|Social Media|1347000|operating|USA|Scottsdale|2|2009.0|online platforms and marketplaces|0
51|Armor5|2000000.0|Mobile Commerce|2000000|acquired|USA|Santa Clara|1|2011.0|online platforms and marketplaces|0
52|Art Circle|40000.0|E-Commerce|40000|operating|CHL|Santiago|1|2013.0|online platforms and marketplaces|0
53|ArtSquare|6000.0|Marketplaces|6000|operating|USA|San Jose|1|2012.0|online platforms and marketplaces|0
54|Artvalue.com|124690.0|E-Commerce|124690|operating|LUX|Luxemburg|1|2002.0|online platforms and marketplaces|1
55|AskNshare|100000.0|Social Network Media|600000|operating|USA|Tucson|2|2009.0|online platforms and marketplaces|0
56|Askvisory.com|250000.0|Consulting|250000|operating|GBR|London|1|2009.0|online platforms and marketplaces|1
57|AstroloMe|300000.0|Social Media|300000|operating|||1|2011.0|online platforms and marketplaces|0
58|Ateneo Digital|40000.0|E-Commerce|40000|operating|SGP|Singapore|1|2011.0|online platforms and marketplaces|0
59|Atlanta Micro|1500000.0|E-Commerce|2000000|operating|USA|Alpharetta|2|2011.0|online platforms and marketplaces|0
60|Atticous|25000.0|E-Commerce|25000|operating|USA|Dallas|1|2011.0|online platforms and marketplaces|0
61|Auction.com|50000.0|Real Estate|141750000|operating|USA|Irvine|3|2007.0|online platforms and marketplaces|1
62|Audiolife|500000.0|E-Commerce|4500000|acquired|USA|Van Nuys|2|2008.0|online platforms and marketplaces|0
63|Audiosocket|500000.0|Media|3482300|operating|USA|Seattle|4|2008.0|online platforms and marketplaces|0
64|AutoShag|50000.0|E-Commerce|50000|operating|USA|Providence|1|2011.0|online platforms and marketplaces|0
65|AutoSpot|600000.0|E-Commerce|3600000|operating|RUS|Moscow|2|2013.0|online platforms and marketplaces|0
66|Avangate BV|2000000.0|E-Commerce|7500000|acquired|USA|Redwood Shores|2|2006.0|online platforms and marketplaces|0
67|Azonia|40000.0|E-Commerce|40000|operating|ARG|Córdoba|1|2011.0|online platforms and marketplaces|0
68|BALALIKEA|50000.0|Social Media|50000||||1|2013.0|online platforms and marketplaces|0
69|BULX|240000.0|E-Commerce|240000|acquired|USA|Westbury|1|2010.0|online platforms and marketplaces|0
70|BView|4014726.0|Social Media|4014726|operating|GBR|London|1|2008.0|online platforms and marketplaces|0
71|BabyList|620000.0|E-Commerce|620000|operating|USA|San Francisco|2|2011.0|online platforms and marketplaces|0
72|Backchat|200000.0|Social Media|200000|operating|USA|Los Angeles|1|2013.0|online platforms and marketplaces|0
73|Bahamaslocal.com|1200000.0|Advertising|1200000|operating|BHS|Nassau|1|2009.0|online platforms and marketplaces|1
74|Bar Pass|236696.0|Mobile Commerce|236696|operating|||1|2013.0|online platforms and marketplaces|0
75|BarBird|40000.0|E-Commerce|40000|operating|USA|Portland|1|2010.0|online platforms and marketplaces|0
76|Barnacle|7000000.0|Peer-to-Peer|7000000|closed|USA|Mountain View|1|2013.0|online platforms and marketplaces|0
77|Bartermill.com|20000.0|Social Network Media|40000|operating|UKR|Kyiv|2|2011.0|online platforms and marketplaces|1
78|Bazaar Corner, Inc.|2000000.0|Online Shopping|2000000|operating|PHL|Davao City|2|2012.0|online platforms and marketplaces|0
79|Bazaart|25000.0|Social Media|125000|operating|ISR|Tel Aviv|2|2012.0|online platforms and marketplaces|0
80|BeachMint|5000000.0|E-Commerce|74675009|operating|USA|Santa Monica|4|2010.0|online platforms and marketplaces|0
81|BeatTheBushes|150000.0|Social Media|150000|operating|RUS|Moscow|1|2011.0|online platforms and marketplaces|0
82|Become Media Inc.|100000.0|Social Media|100000|closed|CHN|Shanghai|1|2008.0|online platforms and marketplaces|0
83|Becual|140000.0|Crowdfunding|140000|operating|CHL|Santiago|1|2014.0|online platforms and marketplaces|0
84|BeeBillion|150000.0|Social Commerce|150000|operating|||1|2010.0|online platforms and marketplaces|0
85|Beepl|400000.0|Social Media|400000|acquired|GBR|London|1|2011.0|online platforms and marketplaces|0
86|Beibamboo|5147.0|E-Commerce|5147|operating|FIN|Helsinki|1|2009.0|online platforms and marketplaces|0
87|Berkley Networks|280000.0|E-Commerce|1642500|operating|USA|New York|4|2005.0|online platforms and marketplaces|0
88|Bespoke Global|900000.0|E-Commerce|3911643|operating|USA|New York|5|2010.0|online platforms and marketplaces|0
89|Best Five Reviewed|6000.0|E-Commerce|6000|operating|GBR|London|1|2012.0|online platforms and marketplaces|0
90|BetaUsersNow.com|10000.0|Startups|10000|closed|USA|Woodside|1|2011.0|online platforms and marketplaces|1
91|BetterPet|106000.0|Social Media|106000|operating|USA|Los Angeles|1|2012.0|online platforms and marketplaces|0
92|Bevy|1200000.0|Social Media|1200000|closed|USA|Seattle|1|2007.0|online platforms and marketplaces|0
93|BeyondJob.com|549000.0|Curated Web|549000|operating|USA|Mountain View|1|2009.0|online platforms and marketplaces|1
94|Bgifty|40000.0|E-Commerce|40000|operating|||1|2013.0|online platforms and marketplaces|0
95|Bib + Tuck|600000.0|E-Commerce|600000|operating|USA|New York|1|2012.0|online platforms and marketplaces|0
96|Billowby|250000.0|Marketplaces|250000|operating|USA|San Francisco|1|2014.0|online platforms and marketplaces|0
97|Bindo|1800000.0|E-Commerce|1800000|operating|USA|New York|1|2013.0|online platforms and marketplaces|0
98|Birchbox|1400000.0|Marketplaces|71900000|operating|USA|New York|3|2010.0|online platforms and marketplaces|0
99|Bixti.com|25000.0|E-Commerce|45000|acquired|ARG|Buenos Aires|2|2010.0|online platforms and marketplaces|1
100|Bizily|250000.0|Social Media|250000|closed|USA|San Francisco|1|2010.0|online platforms and marketplaces|0
101|Bizzabo|1500000.0|Social Media|4000000|operating|ISR|Tel Aviv|2|2011.0|online platforms and marketplaces|0
102|Black coin|28338.0|Social Media|75318|operating|KOR|Dongan|2|2013.0|online platforms and marketplaces|0
103|Blink Messenger|1000000.0|Messaging|1000000|operating|||1|2011.0|online platforms and marketplaces|0
104|BloomNation|1650000.0|E-Commerce|7150000|operating|USA|Los Angeles|2|2010.0|online platforms and marketplaces|0
105|BloomThat|2400000.0|E-Commerce|2400000|operating|USA|San Francisco|1|2013.0|online platforms and marketplaces|0
106|Bloomspot|2050000.0|Flash Sales|51050000|acquired|USA|San Francisco|4|2010.0|online platforms and marketplaces|0
107|BlossomandTwigs.com|500000.0|Flowers|500000|closed|GBR|London|1|2009.0|online platforms and marketplaces|1
108|Bluegape Lifestyle|20000.0|E-Commerce|270000|operating|IND|New Delhi|3|2011.0|online platforms and marketplaces|0
109|Bluestem Brands|311158.0|E-Commerce|3164047|acquired|USA|Eden Prairie|3|2002.0|online platforms and marketplaces|0
110|BoardProspects|650000.0|Social Media|3050000|operating|USA|Boston|2|2011.0|online platforms and marketplaces|0
111|Bolongaro Trevor|1515251.0|E-Commerce|1515251|operating|GBR|London|1|2007.0|online platforms and marketplaces|0
112|Bolooka.com|2414.0|E-Commerce|2414|operating|THA|Phla|1|2011.0|online platforms and marketplaces|1
113|BomTrip.com|333333.0|Travel|333333|operating|BRA|Campinas|1|2014.0|online platforms and marketplaces|1
114|BonaYou|674600.0|Social Media|3111841|operating|DEU|Munich|4|2010.0|online platforms and marketplaces|0
115|Bondsy|754466.0|Social Commerce|754466|operating|USA|Brooklyn|2|2011.0|online platforms and marketplaces|0
116|Bonfire.com|100000.0|Social Media|500000|operating|USA|Santa Monica|2|2012.0|online platforms and marketplaces|1
117|BonjourBonjour|1756376.0|Social + Mobile + Local|1756376|operating|FRA|Paris|1|2011.0|online platforms and marketplaces|0
118|Book&Table|18000.0|Marketplaces|18000|operating|||1|2013.0|online platforms and marketplaces|0
119|BookLending.com|12500.0|Curated Web|12500|operating|||1|2011.0|online platforms and marketplaces|1
120|BookNow|75000.0|Social Bookmarking|75000|operating|KEN|Nairobi|1|2011.0|online platforms and marketplaces|0
121|Boomerang.com|560000.0|Facebook Applications|1560000|operating|USA|Chicago|2|2009.0|online platforms and marketplaces|1
122|Bountysource|1100000.0|Crowdfunding|1100000|operating|USA|San Francisco|1|2012.0|online platforms and marketplaces|0
123|BoxFox|40000.0|E-Commerce|40000|operating|USA|Indianapolis|1|2013.0|online platforms and marketplaces|0
124|Boxed|1100000.0|Mobile Commerce|7600000|operating|USA|Edison|2|2013.0|online platforms and marketplaces|0
125|BrakeQuotes.com|50000.0|Automotive|50000|operating|USA|Sanibel|1|2014.0|online platforms and marketplaces|1
126|Branch|2000000.0|Messaging|2000000|acquired|USA|New York|1|2011.0|online platforms and marketplaces|0
127|Brazzlebox|1300000.0|Social Network Media|1300000|operating|USA|Syracuse|1|2012.0|online platforms and marketplaces|0
128|Breakmoon.com|200000.0|Nightlife|200000|operating|ESP|Valencia|1|2011.0|online platforms and marketplaces|1
129|Bridesandlovers.com|150000.0|Online Dating|150000|operating|USA|St. Petersburg|1|2009.0|online platforms and marketplaces|1
130|Bright Funds|1000000.0|Social Commerce|2200000|operating|USA|San Francisco|3|2012.0|online platforms and marketplaces|0
131|Brightfish|120000.0|Social Network Media|120000|closed|||1|2011.0|online platforms and marketplaces|0
132|Brit + Co.|1250000.0|E-Commerce|7550000|operating|USA|San Francisco|2|2011.0|online platforms and marketplaces|0
133|Broota|24000.0|Social Network Media|374000|operating|CHL|Santiago|3|2012.0|online platforms and marketplaces|0
134|BubbleGab|1000000.0|Social Media|1000000|closed|RUS|Moscow|1|2013.0|online platforms and marketplaces|0
135|Bucmi|820359.0|Marketplaces|1077937|operating|ESP|Madrid|2|2012.0|online platforms and marketplaces|0
136|BufferBox|1000000.0|E-Commerce|1000000|acquired|USA|Mountain View|1|2011.0|online platforms and marketplaces|0
137|Bukupe|61104.0|Social Media|261104|operating|JPN|Tokyo|2|2011.0|online platforms and marketplaces|0
138|Bungalow Clothing|500000.0|E-Commerce|500000|operating|||2|2013.0|online platforms and marketplaces|0
139|Buscapé|500000.0|E-Commerce|6500000|acquired|BRA|São Paulo|2|1999.0|online platforms and marketplaces|0
140|Buscatucancha.com|25000.0|Sports|25000|closed|||1|2010.0|online platforms and marketplaces|1
141|Buy With Fetch|2300000.0|E-Commerce|2300000|operating|USA|Oakland|1|2013.0|online platforms and marketplaces|0
142|Buy.On.Social|300000.0|Social Commerce|300000|operating|BRA|São Paulo|1|2011.0|online platforms and marketplaces|0
143|BuyBox|2300000.0|Social Commerce|2300000|operating|FRA|Toulouse|1|2010.0|online platforms and marketplaces|0
144|BuyNow WorldWide|355000.0|E-Commerce|355000|operating|USA|Omaha|1|2012.0|online platforms and marketplaces|0
145|ByHours.com|771960.0|In-Flight Entertainment|4371960|operating|ESP|Barcelona|2|2012.0|online platforms and marketplaces|1
146|C7 Group|50000.0|Social Business|50000|operating|USA|Sacramento|1|2010.0|online platforms and marketplaces|0
147|CAVI Video Shopping|637850.0|E-Commerce|637850|operating|DEU|Hamburg|1|2008.0|online platforms and marketplaces|0
148|CFO.com|600000.0|Finance|600000|operating|USA|New York|1|2012.0|online platforms and marketplaces|1
149|CIRQY|12000.0|E-Commerce|12000|operating|EGY|Cairo|1|2012.0|online platforms and marketplaces|0
150|CLARED|40000.0|E-Commerce|40000|operating|CHL|Santiago|1|2013.0|online platforms and marketplaces|0
151|CM Tecnologia|525000.0|Online Scheduling|525000|operating|||1|2012.0|online platforms and marketplaces|0
152|CMP.LY|750000.0|Social Media|3150000|operating|USA|New York|2|2009.0|online platforms and marketplaces|0
153|CORP80|100000.0|Social Media|100000|operating|USA|Delaware|1|2012.0|online platforms and marketplaces|0
154|COSMIC COLOR|337854.0|E-Commerce|356139|operating|KOR|Seoul|2|2011.0|online platforms and marketplaces|0
155|CREATIV|750000.0|Social Network Media|8750000|operating|USA|Scottsdale|5|2010.0|online platforms and marketplaces|0
156|CallAround|20000.0|Social Media|20000||RUS|Ekaterinburg|1|2012.0|online platforms and marketplaces|0
157|Candid io|210000.0|Social Commerce|210000|operating|CAN|Toronto|1|2012.0|online platforms and marketplaces|0
158|Car Guy Nation|950000.0|E-Commerce|1100000|closed|USA|White Plains|2|2011.0|online platforms and marketplaces|0
159|Car Rentals Market|200000.0|Online Rental|200000|operating|USA|San Francisco|1|2013.0|online platforms and marketplaces|0
160|Car Throttle|550000.0|Media|550000|operating|GBR|London|1|2009.0|online platforms and marketplaces|0
161|Cardinal Media Technologies|63925.0|Social Network Media|63925|closed|CAN|Calgary|1|2010.0|online platforms and marketplaces|0
162|CareFlash|600000.0|Social Media|600000|operating|USA|Austin|1|2007.0|online platforms and marketplaces|0
163|Carhoots.com|240000.0|Automotive|240000|operating|USA|San Francisco|1|2012.0|online platforms and marketplaces|1
164|Carnet de Mode|125900.0|Marketplaces|1625900||FRA|Paris|2|2011.0|online platforms and marketplaces|0
165|CartMomo|25000.0|E-Commerce|25000|closed|SGP|Singapore|1|2007.0|online platforms and marketplaces|0
166|CasaSwap.com|80000.0|Real Estate|80000|operating|DNK|Copenhagen|1|2004.0|online platforms and marketplaces|1
167|CashCashPinoy|300000.0|E-Commerce|3900000|operating|PHL|Makati|3|2010.0|online platforms and marketplaces|0
168|Casper|1850000.0|E-Commerce|14950000|operating|USA|New York|2|2013.0|online platforms and marketplaces|0
169|Catch.com|2300000.0|Mobile|9300000|acquired|USA|San Francisco|2|2008.0|online platforms and marketplaces|1
170|Catmoji|40000.0|Social Media|40000|operating|MYS|Penang|1|2012.0|online platforms and marketplaces|0
171|CelePost|70000.0|Blogging Platforms|70000|operating|GBR|London|1|2009.0|online platforms and marketplaces|0
172|CelebCalls|1350000.0|Messaging|3135780|operating|USA|Louisville|2|2010.0|online platforms and marketplaces|0
173|Celebrations.com|500000.0|Curated Web|4050000|operating|USA|New York|3|2007.0|online platforms and marketplaces|1
174|Celery|2000000.0|E-Commerce|2000000|operating|USA|San Francisco|1|2013.0|online platforms and marketplaces|0
175|Chairish|3200000.0|Peer-to-Peer|7200000|operating|||2|2013.0|online platforms and marketplaces|0
176|Chef Surfing|40000.0|E-Commerce|40000|operating|USA|Oakland|1|2011.0|online platforms and marketplaces|0
177|Chekkt.com|1250000.0|E-Commerce|1250000|operating|ISR|Tel Aviv|1|2012.0|online platforms and marketplaces|1
178|Chilltime|100000.0|Social Media|200000|operating|PRT|Oeiras|2|2007.0|online platforms and marketplaces|0
179|Chirply|1100000.0|Social Media|1100000|operating|USA|San Francisco|1|2010.0|online platforms and marketplaces|0
180|Chloe + Isabel|3250000.0|Social Commerce|32450000|operating|USA|New York|4|2011.0|online platforms and marketplaces|0
181|ChosenList.com|140000.0|Craigslist Killers|373750|operating|USA|Scottsdale|2|2006.0|online platforms and marketplaces|1
182|Chumbak|2000000.0|E-Commerce|2000000|operating|IND|Bangalore|2|2009.0|online platforms and marketplaces|0
183|Circlezon|850000.0|Social Media|850000|operating|||1|2012.0|online platforms and marketplaces|0
184|CityScan|310000.0|E-Commerce|2757221|operating|USA|Chicago|3|2011.0|online platforms and marketplaces|0
185|ClaytonStress.com|75000.0|Health and Wellness|75000|operating|USA|Saint Louis|1|2007.0|online platforms and marketplaces|1
186|CleanAgents.com|198260.0|Local Businesses|198260|operating|DEU|Berlin|1|2013.0|online platforms and marketplaces|1
187|ClikHome|20000.0|Online Rental|20000|operating|USA|Cedar Rapids|1|2013.0|online platforms and marketplaces|0
188|Closet Couture|475000.0|Forums|475000|operating|USA|Pacific Palisades|1|2007.0|online platforms and marketplaces|0
189|ClosetDash|40000.0|E-Commerce|40000|operating|USA|New York|1|2010.0|online platforms and marketplaces|0
190|CloudFactory|700000.0|Crowdsourcing|3700000|operating|USA|Durham|2|2010.0|online platforms and marketplaces|0
191|CloudOn|1800000.0|Social Media|26140000|operating|USA|Mountain View|4|2009.0|online platforms and marketplaces|0
192|Cloze|1200000.0|Social Media|1200000|operating|USA|Somerville|1|2012.0|online platforms and marketplaces|0
193|Club Emprende|40000.0|Social Media|40000|operating|ESP|Valladolid|1|2009.0|online platforms and marketplaces|0
194|ClubJumpr.com|120000.0|Hospitality|120000|operating|USA|Mill Valley|1|2008.0|online platforms and marketplaces|1
195|CoCollage|25000.0|Social Media|25000|operating|USA|Seattle|1|2010.0|online platforms and marketplaces|0
196|Cobase|40000.0|Social Media|40000|operating|||1|2012.0|online platforms and marketplaces|0
197|Codelearn|150000.0|E-Commerce|150000|operating|IND|Bangalore|1|2012.0|online platforms and marketplaces|0
198|CogMetal|250000.0|E-Commerce|250000|operating|||1|2012.0|online platforms and marketplaces|0
199|Cognection|25000.0|E-Commerce|25000|closed|USA|New York|1|2010.0|online platforms and marketplaces|0
200|Colibri IO|235000.0|Social Media|235000|operating|POL|Warsaw|1|2013.0|online platforms and marketplaces|0
201|Collect.it|25000.0|Mobile|25000|operating|USA|Scottsdale|1|2012.0|online platforms and marketplaces|0
202|Collective IP|1049999.0|Marketplaces|3549999|operating|USA|Denver|2|2011.0|online platforms and marketplaces|0
203|Color Eight|50000.0|Social Media|50000|operating|NLD|Amsterdam|1|2013.0|online platforms and marketplaces|0
204|Commun.it|100000.0|B2B|100000|operating|ISR||1|2012.0|online platforms and marketplaces|0
205|Comparabien.com|40000.0|Finance|40000|operating|DZA||1|2010.0|online platforms and marketplaces|1
206|Comparisign.com|40000.0|Enterprise Software|40000|operating|USA|Carthage|1|2013.0|online platforms and marketplaces|1
207|Compass|3000000.0|Marketplaces|0|operating|USA|Woodland Hills|1|2010.0|online platforms and marketplaces|0
208|CompleteCar.com|300000.0|E-Commerce|300000|operating|||1|1999.0|online platforms and marketplaces|1
209|Confide|1900000.0|Messaging|1900000|operating|USA|New York|1|2013.0|online platforms and marketplaces|0
210|ConnectNigeria.com|130000.0|Search|130000|operating|NGA|Lagos|1|2008.0|online platforms and marketplaces|1
211|Connectv.com|1400000.0|Games|2927500|operating|USA|Emeryville|2|2010.0|online platforms and marketplaces|1
212|Contrib|300000.0|Social Media|300000|operating|||1|2012.0|online platforms and marketplaces|0
213|CooCoo|910000.0|E-Commerce|1910000|operating|USA|Huntington Station|2|2009.0|online platforms and marketplaces|0
214|Cookapp|25000.0|Marketplaces|25000|operating|USA|New York|1|2013.0|online platforms and marketplaces|0
215|Coolio|81500.0|Social Media|985019|operating|GBR|Coventry|2|2012.0|online platforms and marketplaces|0
216|Corban Direct|1000000.0|E-Commerce|1000000|operating|||1|2012.0|online platforms and marketplaces|0
217|Cord Project|1800000.0|Messaging|1800000|operating|USA|Brooklyn|1|2014.0|online platforms and marketplaces|0
218|Cortilia|593505.0|E-Commerce|2471215|operating|ITA|Milan|2|2011.0|online platforms and marketplaces|0
219|CostumeWorks|175000.0|E-Commerce|175000|closed|USA|Lake Geneva|1|2008.0|online platforms and marketplaces|0
220|Coterie, Inc.|1500000.0|Social Media|1500000|acquired|USA|San Francisco|1|2012.0|online platforms and marketplaces|0
221|Cotopaxi|3000000.0|E-Commerce|3000000|operating|USA|Salt Lake City|1|2013.0|online platforms and marketplaces|0
222|CouchCommerce|1543920.0|E-Commerce|1740690|operating|DEU|Hanover|4|2012.0|online platforms and marketplaces|0
223|Couchy.com|40000.0|Social Media|40000|operating|ECU|Quito|1|2012.0|online platforms and marketplaces|1
224|Couple|4200000.0|Messaging|4200000|operating|USA|San Francisco|1|2012.0|online platforms and marketplaces|0
225|Couplewise|40000.0|Social Media|40000|operating|USA|New York|1|2010.0|online platforms and marketplaces|0
226|Coupons Near Me|10000.0|E-Commerce|10000|closed|||1|2013.0|online platforms and marketplaces|0
227|Cream Style|100000.0|E-Commerce|100000|operating|USA|New York|1|2013.0|online platforms and marketplaces|0
228|Creative Allies|370000.0|Crowdsourcing|833197|operating|USA|Asheville|2|2009.0|online platforms and marketplaces|0
229|CreditPing.com|580000.0|Credit|580000|operating|USA|Los Angeles|1|2009.0|online platforms and marketplaces|1
230|Creww|300000.0|Social Media|1500000|operating|JPN|Tokyo|2|2012.0|online platforms and marketplaces|0
231|Croak.it|40000.0|Curated Web|40000|operating|USA|Philadelphia|1|2012.0|online platforms and marketplaces|0
232|Cronote|11000.0|Messaging|11000|operating|USA|Fountain Valley|1|2010.0|online platforms and marketplaces|0
233|Crowd Source Capital Ltd|83410.0|Crowdfunding|83410|operating|GBR|London|1|2009.0|online platforms and marketplaces|0
234|Crowd Supply|500000.0|E-Commerce|500000|operating|USA|Portland|1|2012.0|online platforms and marketplaces|0
235|CrowdCurity|1000000.0|Marketplaces|1470000|operating|||2|2013.0|online platforms and marketplaces|0
236|Crowdbase|650000.0|Crowdsourcing|650000|operating|CAN|Quebec|1|2011.0|online platforms and marketplaces|0
237|Crowdsourcing.org|250000.0|Finance|250000|operating|USA|Los Angeles|1|2010.0|online platforms and marketplaces|0
238|Crowdtap|3000000.0|Social Media|15000000|operating|USA|New York|3|2009.0|online platforms and marketplaces|0
239|CrowdyHouse|70000.0|Flash Sales|70000|operating|NLD|Amsterdam|1|2013.0|online platforms and marketplaces|0
240|Crunchbutton|430000.0|E-Commerce|430000|operating|USA|Los Angeles|1|2012.0|online platforms and marketplaces|0
241|Cryptopay|65000.0|E-Commerce|65000|operating|GBR|London|1|2013.0|online platforms and marketplaces|0
242|Culturalite|1300000.0|Media|1300000|operating|CAN|Toronto|1|2011.0|online platforms and marketplaces|0
243|Cura TV|67000.0|Mobile Commerce|67000|operating|GBR|London|1|2014.0|online platforms and marketplaces|0
244|Curate.Us|750000.0|Blogging Platforms|750000|operating|||1|2010.0|online platforms and marketplaces|0
245|Cureeo|75000.0|E-Commerce|75000|operating|USA|Chicago|1|2012.0|online platforms and marketplaces|0
246|CustEx|10000.0|Marketplaces|10000|operating|USA|Palo Alto|1|2012.0|online platforms and marketplaces|0
247|CustomMade|400000.0|E-Commerce|25650000|operating|USA|Cambridge|5|1996.0|online platforms and marketplaces|0
248|CustomerAdvocacy.com|500000.0|Software|500000|operating|GBR|Edinburgh|1|2010.0|online platforms and marketplaces|1
249|Cuyana|1700000.0|E-Commerce|1700000|operating|USA|San Francisco|1|2013.0|online platforms and marketplaces|0
250|Cyber Gifts|100000.0|E-Commerce|100000||USA|Wilmington|1|2013.0|online platforms and marketplaces|0
251|Cyber Interns|50000.0|Media|50000|operating|USA|Los Angeles|1|2011.0|online platforms and marketplaces|0
252|Cynny|3296065.0|Social Network Media|6510878|operating|USA|Menlo Park|2|2012.0|online platforms and marketplaces|0
