|company_name|raised_amount_usd|market|funding_total_usd|status|country_code|city|funding_rounds|founded_year|sector
6069|Ocean's Halo|1700000.0|Health Care|1700000.0|operating|USA|Burlingame|1.0|2011.0|healthcare
6070|OceanTailer|100000.0|Customer Service|540000.0|operating|USA|Fairlawn|2.0|2014.0|services
6071|Oceana|40000.0|Nonprofits|3040000.0|operating|USA|Washington|2.0|2001.0|no-profit and government
6072|Ocho|1650000.0|Social Network Media|1650000.0|operating|USA|New York|1.0|2012.0|online platforms and marketplaces
6073|Ocision|100000.0|Hotels|1600000.0|operating|NOR|Mysen|3.0|2010.0|events, travels, leisure and entertainment
6074|Octane Lending|635000.0||||||||
6075|Octopart|374999.0||||||||
6076|Octopus Deploy|2000000.0|Software|2000000.0|operating|AUS||1.0|2011.0|technology
6077|Octovis, Inc.|150000.0|Health Care|150000.0|operating|USA|Nashville|1.0|2014.0|healthcare
6078|Oculus360|1499999.0|Analytics|1499999.0||USA|Addison|1.0|2012.0|technology
6079|Ocutec|848882.0|Material Science|848882.0|operating|GBR|Bellshill|1.0|2001.0|industrial
6080|Oddsfutures.com|288120.0|Finance|541296.0|operating|IRL|Dublin|2.0|2011.0|financials
6081|Oddslife|268320.0|Social Games|983788.0|operating|GBR|London|2.0|2009.0|events, travels, leisure and entertainment
6082|Odeeo|100000.0|Audio|100000.0|operating|||1.0|2013.0|events, travels, leisure and entertainment
6083|Odimax|159000.0||||||||
6084|OdinOtvet|500000.0|Networking|500000.0|closed|||1.0|2011.0|technology
6085|Ofercity|30000.0|Curated Web|30000.0|closed|MEX|Chetumal|1.0|2010.0|services
6086|Off Track Planet|700000.0||||||||
6087|Offees|143140.0|Retail|143140.0|operating|FRA|Paris|1.0|2009.0|other consumer retail
6088|OfferLounge|120000.0|Public Relations|120000.0|closed|USA|Morgan Hill|1.0|2008.0|sales, marketing and advertising
6089|OfferSavvy|1050000.0||||||||
6090|Offerboard|1250000.0|Finance|1250000.0|operating|||1.0|2013.0|financials
6091|Offerboxx|40000.0|Contests|40000.0|operating|||1.0|2013.0|events, travels, leisure and entertainment
6092|Offerial|118956.0|Online Reservations|118956.0|operating|GRC|Athens|1.0|2012.0|online platforms and marketplaces
6093|Offermobi|1000000.0|Advertising|1000000.0|acquired|USA|New York|1.0|2010.0|sales, marketing and advertising
6094|Offline Media|110000.0||||||||
6095|Ofuz|250000.0|Freelancers|250000.0|operating|USA|Culver City|1.0|2010.0|services
6096|Ogone|500000.0|E-Commerce|500000.0|acquired|BEL|Brussels|2.0|1996.0|online platforms and marketplaces
6097|Ogorod|400000.0|Social Media|1400000.0|closed|RUS|Moscow|2.0|2009.0|online platforms and marketplaces
6098|Oh My Glasses|520000.0|E-Commerce|13670000.0|operating|JPN|Tokyo|3.0|2011.0|online platforms and marketplaces
6099|Ohlalapps|385980.0|iPhone|385980.0||ESP|Barcelona|1.0|2013.0|consumer electronics
6100|Ohm Universe|100000.0|Manufacturing|100000.0|operating|||1.0|2012.0|industrial
6101|OhmData|185000.0|Services|185000.0|acquired|USA|San Francisco|1.0|2013.0|services
6102|Ohoola Inc.|350000.0|Social Media|350000.0|operating|CAN|Quebec|1.0|2013.0|online platforms and marketplaces
6103|Okanjo|1500000.0|Cloud Infrastructure|1500000.0|operating|USA|Milwaukee|1.0|2011.0|technology
6104|Okta|750000.0|Enterprise Software|155000000.0|operating|USA|San Francisco|7.0|2008.0|technology
6105|Oktopost|800000.0|Social Media|800000.0|operating|ISR||1.0|2013.0|online platforms and marketplaces
6106|Olapic|1000000.0|Content|6000000.0|operating|USA|New York|3.0|2010.0|events, travels, leisure and entertainment
6107|Olive Medical Corporation|1000000.0|Manufacturing|2071500.0|closed|USA|Salt Lake City|3.0|2009.0|industrial
6108|Olo|1250000.0|Restaurants|23250000.0|operating|USA|New York|4.0|2005.0|events, travels, leisure and entertainment
6109|Olocode|454575.0|Software|454575.0|operating|GBR|London|1.0|2012.0|technology
6110|Olomomo Nut Company|62500.0|Hospitality|62500.0|operating|USA|Boulder|1.0|2008.0|no-profit and government
6111|Omada Health|820000.0||||||||
6112|Ombitron|20000.0|Internet of Things|256960.0|operating|USA|Seattle|2.0|2013.0|technology
6113|Ombu|50000.0|Mobile|185000.0|closed|USA|Berkeley|2.0|2011.0|consumer electronics
6114|OmbuShop, Tu Tienda Online|40000.0|E-Commerce|40000.0|operating|||2.0|2011.0|online platforms and marketplaces
6115|Omedix|1250000.0|Enterprise Software|2510000.0||USA|Scottsdale|3.0|2004.0|technology
6116|Omegawave|3454037.0||||||||
6117|Ometria|2000000.0||||||||
6118|Omgili|600000.0|Content|600000.0|operating|ISR|Tel Aviv|1.0|2007.0|events, travels, leisure and entertainment
6119|Omise|300000.0|Marketplaces|300000.0|operating|THA|Bangkok|1.0|2013.0|online platforms and marketplaces
6120|Ommven|120000.0|E-Commerce|120000.0|closed|GBR|Windsor|1.0|2010.0|online platforms and marketplaces
6121|OmniStrat|140000.0|Project Management|140000.0|operating|USA|Boston|1.0|2010.0|services
6122|Omnipaste|109381.0|Productivity Software|109381.0|operating|ROM|Sibiu|1.0|2013.0|technology
6123|On The Net Yet|100000.0|Curated Web|100000.0|operating|USA|Las Vegas|1.0|1998.0|services
6124|On The Run Tech|1300000.0|Mobile|1300000.0|operating|USA|Los Angeles|1.0|2011.0|consumer electronics
6125|OnAir Player|150000.0|Mobile|150000.0|operating|USA|San Francisco|1.0|2012.0|consumer electronics
6126|OnBeep|500000.0|Mobile|6750000.0|operating|USA|San Francisco|2.0|2013.0|consumer electronics
6127|OnHand|500000.0|Consumer Electronics|500000.0|operating|USA|Waltham|1.0|2010.0|consumer electronics
6128|OnKure|599705.0|Biotechnology|599705.0|operating|USA|Longmont|1.0|2011.0|technology
6129|OnMyBlock|840386.0|Mobile|840386.0|operating|||1.0|2013.0|consumer electronics
6130|OnShift|350000.0|Health Care|14133008.0|operating|USA|Cleveland|4.0|2008.0|healthcare
6131|OnSwipe|1000000.0|Mobile|6000000.0|acquired|USA|New York|3.0|2010.0|consumer electronics
6132|OnTheRoad|210000.0|Facebook Applications|210000.0|operating|USA|Renton|1.0|2007.0|technology
6133|Onapsis Inc.|3000000.0|Security|12600000.0|operating|USA|Cambridge|2.0|2009.0|services
6134|Onarbor|10000.0|Publishing|10000.0|operating|USA|Cambridge|1.0|2014.0|sales, marketing and advertising
6135|OncoSec Medical|3000000.0|Health Care|31163000.0|operating|USA|San Diego|4.0|2011.0|healthcare
6136|Oncoscope|2000000.0|Health Care|3648148.0|operating|USA|Durham|3.0|2006.0|healthcare
6137|Ondango|1170000.0||||||||
6138|Ondine Biomedical Inc.|43360.0|Biotechnology|762851.0|operating|CAN|Vancouver|2.0|1997.0|technology
6139|Ondore|1500000.0|Analytics|1500000.0|operating|USA|San Francisco|1.0|2005.0|technology
6140|One Diary|100000.0|Software|100000.0|operating|GBR||1.0|2013.0|technology
6141|One Exchange Street|1000000.0|E-Commerce Platforms|1000000.0|operating|USA|Chicago Ridge|2.0|2011.0|online platforms and marketplaces
6142|One Inc.|1150050.0||||||||
6143|One Jackson|4000000.0||||||||
6144|One Month|784000.0||||||||
6145|One Public|760000.0||||||||
6146|One Season|250000.0|All Markets|3750000.0|closed|USA|San Francisco|2.0|2007.0|other consumer retail
6147|One Step Solutions|30000.0|iPhone|30000.0|closed|AUS|Sydney|1.0|2011.0|consumer electronics
6148|One-Song|20000.0|Music|20000.0|closed|USA|New York|1.0|2009.0|events, travels, leisure and entertainment
6149|One4All|625000.0|Humanitarian|1375000.0|operating|USA|Boise|2.0|2011.0|no-profit and government
6150|OneAway|20000.0|Local|20000.0|operating|USA|Philadelphia|1.0|2011.0|other
6151|OneDoc|250000.0|Curated Web|250000.0|operating|||1.0|2013.0|services
6152|OneFold|720000.0|Big Data|720000.0|operating|USA|San Francisco|1.0|2013.0|technology
6153|OneGoodLove.com|900000.0|Curated Web|900000.0|operating|USA|West Hollywood|1.0|2011.0|services
6154|OneMob|28000.0|Video|28000.0|operating|||1.0|2014.0|technology
6155|OneMorePallet|475000.0||||||||
6156|OneProvider.com|140000.0||||||||
6157|OneRecruit|1000000.0|Software|1000000.0|operating|DNK|Copenhagen|1.0|2010.0|technology
6158|OneRoomRate.com|1000000.0|Curated Web|4000000.0|closed|USA|Metuchen|2.0|2007.0|services
6159|OneSeed Expeditions|40000.0|Travel|40000.0|operating|USA|Denver|1.0|2010.0|events, travels, leisure and entertainment
6160|OneTok|1499998.0|Software|1499998.0|operating|USA|New York|1.0|2011.0|technology
6161|OneTouch|150000.0|Enterprise Software|400000.0|operating|AUS|Melbourne|2.0|2011.0|technology
6162|OneTrueFan|1200000.0|Curated Web|1200000.0|acquired|USA|San Francisco|1.0|2010.0|services
6163|Oneflare|1352000.0||||||||
6164|Onehub|750000.0|File Sharing|3000000.0|operating|USA|Seattle|4.0|2007.0|technology
6165|Oneloudr Productions|21189.0|Legal|21189.0|operating|AUT|Dornbirn|1.0|2012.0|services
6166|Onepager|365000.0||||||||
6167|Onevest|3300000.0|Startups|3300000.0|operating|USA|New York|1.0|2014.0|services
6168|Onfan|52547.0|Guides|52547.0||ESP|Barcelona|1.0|2011.0|events, travels, leisure and entertainment
6169|Onfido|900000.0||||||||
6170|Onformonics|1702200.0||||||||
6171|OnlineSheetMusic|157896.0|Music|2157896.0|operating|USA|Los Altos|2.0|2011.0|events, travels, leisure and entertainment
6172|Only Mallorca|65970.0|Real Estate|263760.0|operating|ESP|Puerto De Andraitx|2.0|2012.0|financials
6173|Onomondo|1542750.0||||||||
6174|Onsite Care|1750000.0|Health and Wellness|1750000.0|operating|USA|Salt Lake City|1.0|2007.0|healthcare
6175|Oohly|180000.0|Digital Media|180000.0|operating|USA|Leawood|1.0|2011.0|events, travels, leisure and entertainment
6176|Oonair|600000.0|Journalism|3098400.0||ESP|Barcelona|2.0|2009.0|events, travels, leisure and entertainment
6177|Oony|25000.0|Software|175000.0|operating|ARG|Buenos Aires|2.0|2010.0|technology
6178|Ooshot|150000.0|Curated Web|150000.0|operating|FRA||1.0|2012.0|services
6179|OpDemand|2650000.0||||||||
6180|Opal Labs|2100000.0|Software|10100000.0|operating|USA|Portland|2.0|2010.0|technology
6181|Opality|149218.0|Web Hosting|149218.0|operating|ZAF|Cape Town|1.0|2009.0|technology
6182|Opara|20118.0|Mobile|20118.0|operating|IRL|Dublin|1.0|2010.0|consumer electronics
6183|Opegi Holdings|56700.0|Hardware + Software|56700.0|operating|USA|Waterbury|1.0|2010.0|technology
6184|Open Advance|150000.0|Consulting|150000.0|operating|||1.0|2005.0|services
6185|Open Air Publishing|170000.0|iPad|970000.0||USA|New York|2.0|2011.0|consumer electronics
6186|Open Box Technologies|150000.0|Software|2450000.0|operating|USA|Troy|2.0|2005.0|technology
6187|Open Garden|2000000.0|Peer-to-Peer|2000000.0|operating|USA|San Francisco|1.0|2011.0|online platforms and marketplaces
6188|Open Home Pro|35265.0|Mobile|35265.0|acquired|USA|San Francisco|1.0|2010.0|consumer electronics
6189|Open Learning|46599.0|Education|46599.0|operating|AUS|Sydney|1.0|2011.0|education
6190|Open Places|1100000.0|Entertainment|1100000.0|operating|USA|San Francisco|4.0|2008.0|events, travels, leisure and entertainment
6191|Open Source Food|10000.0|SNS|10000.0|acquired|JPN|Tokyo|1.0|2007.0|online platforms and marketplaces
6192|OpenChime|700000.0|Local Search|700000.0|closed|USA|Chicago|1.0|2010.0|online platforms and marketplaces
6193|OpenCurriculum|40000.0|Internet|40000.0|operating|USA|Mountain View|1.0|2012.0|technology
6194|OpenEd|2000000.0|K-12 Education|2000000.0|operating|USA|Los Gatos|1.0|2012.0|education
6195|OpenExchange|1250001.0|Enterprise Software|10350001.0|operating|USA|Boston|3.0|2009.0|technology
6196|OpenFin|2612879.0||||||||
6197|OpenHomes|385000.0||||||||
6198|OpenLabel|460000.0||||||||
6199|OpenROV|1300000.0|Robotics|1300000.0|operating|USA|Berkeley|1.0|2012.0|technology
6200|OpenSesame|2000000.0|E-Commerce|10000000.0|operating|USA|Portland|2.0|2011.0|online platforms and marketplaces
6201|OpenSignal|1300000.0|Maps|5300000.0|operating|USA|Laguna Hills|2.0|2010.0|other
6202|OpenStudy|1270000.0|Education|1270000.0|operating|USA|Atlanta|1.0|2008.0|education
6203|OpenTrade|307167.0|Enterprise Software|307167.0|operating|KOR|Seoul|1.0|2012.0|technology
6204|Opencare|1500000.0|Health Care|1500000.0|operating|USA|San Francisco|1.0|2011.0|healthcare
6205|Openera|250000.0|Enterprise Software|250000.0|acquired|CAN|Ottawa|1.0|2011.0|technology
6206|Openfinance|607200.0|Finance|607200.0|acquired|ESP|Madrid|1.0|2002.0|financials
6207|Openfolio|1885000.0||||||||
6208|Openplay|34833.0|Internet|34833.0|operating|GBR|London|1.0|2011.0|technology
6209|Operating Analytics|50000.0|Health Care|50000.0|operating|USA|Cambridge|1.0|2013.0|healthcare
6210|OpinewsTV|129030.0|News|129030.0|operating|FRA|Paris|1.0|2011.0|events, travels, leisure and entertainment
6211|Oportunista|527590.0|Discounts|527590.0|operating|ESP|San Sebastián De Los Reyes|1.0|2008.0|sales, marketing and advertising
6212|Oppa|2360000.0|E-Commerce|15360000.0|operating|BRA|São Paulo|2.0|2011.0|online platforms and marketplaces
6213|Opsmatic|3000000.0|Enterprise Software|3000000.0|operating|USA|San Francisco|1.0|2013.0|technology
6214|Optalysys Ltd|850000.0|Computers|850000.0|operating|GBR|Pontefract|1.0|2013.0|consumer electronics
6215|Optensity|800000.0|Cloud Computing|800000.0|operating|||1.0|2010.0|technology
6216|Opternative|1000000.0|Health Care|1000000.0|operating|USA|Chicago|1.0|2013.0|healthcare
6217|OptiWi-fi|65684.0|Software|65684.0|operating|IRL|Dublin|1.0|2012.0|technology
6218|Opticul Diagnostics|450000.0|Medical Devices|450000.0|operating|ISR|Jerusalem|1.0|2007.0|healthcare
6219|Optimalize.me|60000.0|Analytics|60000.0|operating|USA|San Francisco|1.0|2013.0|technology
6220|Optimizely|2000000.0|Software|88200000.0|operating|USA|San Francisco|5.0|2010.0|technology
6221|Options Away|2210000.0||||||||
6222|Optisort|144800.0|Clean Technology|144800.0|operating|SWE|Gothenburg|1.0|2008.0|technology
6223|Optrace|100000.0|Creative Industries|100000.0|operating|IRL|Dublin|1.0|2013.0|events, travels, leisure and entertainment
6224|Optyn|120000.0||||||||
6225|Opzi|15000.0|Games|1015000.0|operating|USA|San Francisco|2.0|2010.0|events, travels, leisure and entertainment
6226|Orate|50000.0|Events|50000.0|operating|USA|Washington|1.0|2014.0|events, travels, leisure and entertainment
6227|Oration|1000000.0|Internet|1000000.0|operating|USA|Foster City|1.0|2012.0|technology
6228|Orb Health|30000.0|mHealth|30000.0|operating|||1.0|2011.0|healthcare
6229|Orbeus|1466387.0|Startups|1466387.0|operating|USA|Mountain View|1.0|2012.0|services
6230|Orbit Media|500000.0|Software|500000.0|closed|USA|San Mateo|1.0|2010.0|technology
6231|Orbital Traction|3320000.0|Clean Energy|6523000.0|operating|USA|Houston|4.0|2008.0|technology
6232|Orbotix|120000.0|Finance|36232214.0|operating|USA|Boulder|7.0|2010.0|financials
6233|Orbster|736050.0|Mobile|736050.0|operating|IND|Bangalore|1.0|2008.0|consumer electronics
6234|Orchard Labs|90000.0|Telecommunications|90000.0|operating|CAN|Toronto|1.0|2012.0|technology
6235|Orchard Platform|5400000.0||||||||
6236|Orchestrate|3020000.0||||||||
6237|Orchestrate Orthodontic Technologies|782625.0|Biotechnology|782625.0|operating|USA|Rialto|1.0|2009.0|technology
6238|Order Mapper|10000.0|Software|630000.0|operating|USA|Las Vegas|3.0|2009.0|technology
6239|OrderAhead|2500000.0|Design|2500000.0|operating|||3.0|2011.0|services
6240|OrderBorder|100000.0|iPhone|100000.0|closed|USA|Irvine|1.0|2010.0|consumer electronics
6241|OrderMyGear|550000.0|E-Commerce|550000.0|operating|USA|Dallas|1.0|2008.0|online platforms and marketplaces
6242|OrderingOnlineSystem.com|200000.0|E-Commerce|200000.0|operating|DEU|Hamburg|1.0|2011.0|online platforms and marketplaces
6243|Orderlord|317000.0||||||||
6244|Ordoro|2800000.0|E-Commerce|4000000.0|operating|USA|Austin|3.0|2010.0|online platforms and marketplaces
6245|Ordr.in|898000.0||||||||
6246|OrdrIt|200000.0|Sports|200000.0|operating|USA|Mooresville|1.0|2012.0|events, travels, leisure and entertainment
6247|Oree|463181.0|Hardware + Software|463181.0|operating|FRA|Montpellier|1.0|2012.0|technology
6248|Organic Church Today|30000.0|Social Media|30000.0|operating|GBR||1.0|2009.0|online platforms and marketplaces
6249|Orgger|150000.0|Curated Web|150000.0|closed|||1.0|2011.0|services
6250|Oriental-Creations|90000.0|E-Commerce|90000.0|operating|UZB|Tashkent|1.0|2006.0|online platforms and marketplaces
6251|Origami Inc.|400000.0|E-Commerce|5400000.0|operating|JPN|Tokyo|2.0|2012.0|online platforms and marketplaces
6252|Origo.by|51464.0|Opinions|51464.0|operating|ESP|Madrid|2.0|2012.0|online platforms and marketplaces
6253|Oris4|3000000.0|Content|4000000.0|operating|USA|Palo Alto|3.0|2010.0|events, travels, leisure and entertainment
6254|Ormet Circuits|1000000.0|Material Science|8906815.0|operating|USA|San Diego|6.0|2011.0|industrial
6255|OrthoFi|400000.0|Software|2200000.0|operating|USA|Denver|3.0|2013.0|technology
6256|Orthodata|250000.0|Health Care|2202375.0|operating|USA|Akron|4.0|2003.0|healthcare
6257|Osito|1100000.0|Mobile|1100000.0|operating|||2.0|2011.0|consumer electronics
6258|Osmo|2500000.0|Kids|14500000.0|operating|USA|Palo Alto|2.0|2013.0|other consumer retail
6259|Oso Technologies|250000.0||||||||
6260|Osper|1216427.0|Finance|11216427.0|operating|GBR|London|2.0|2013.0|financials
6261|Osurv|20000.0|Customer Service|20000.0|operating|||1.0|2012.0|services
6262|Otterology|425000.0||||||||
6263|Otus Labs|122000.0|Reviews and Recommendations|122000.0|operating|GBR|Sheffield|1.0|2012.0|events, travels, leisure and entertainment
6264|Ouner|33000.0|Real Estate|33000.0|operating|ESP|Barcelona|1.0|2013.0|financials
6265|OurVinyl|15000.0|Video|15000.0|operating|USA|Nashville|1.0|2009.0|technology
6266|Ourcast|2000000.0||||||||
6267|OutSmart Power Systems|2000000.0|Hardware + Software|10711500.0|operating|USA|Natick|6.0|2008.0|technology
6268|OutTrippin|20000.0|Travel|20000.0|operating|||1.0|2013.0|events, travels, leisure and entertainment
6269|Outbrain|1000000.0|Reviews and Recommendations|99000000.0|operating|ISR|Netanya|6.0|2006.0|events, travels, leisure and entertainment
6270|Outline|850000.0|Analytics|892000.0|operating|USA|Cambridge|6.0|2011.0|technology
6271|Outline App|20118.0|CRM|20118.0|closed|IRL|Dublin|1.0|2012.0|sales, marketing and advertising
6272|Outright|2000000.0|Enterprise Software|7500000.0|acquired|USA|Mountain View|2.0|2008.0|technology
6273|Outroop Inc.|22000.0|Home Owners|22000.0|operating|USA|Washington|1.0|2012.0|services
6274|Outski|432000.0|Health and Wellness|432000.0|operating|USA|Tucson|1.0|2013.0|healthcare
6275|OvaGene Oncology|1605474.0|Medical|2121849.0|operating|USA|Irvine|3.0|2010.0|healthcare
6276|Over 40 Females|200000.0||||||||
6277|Overdog|3475109.0||||||||
6278|Overinteractive Media|138533.0|Games|138533.0|operating|CAN|Vancouver|1.0|2008.0|events, travels, leisure and entertainment
6279|Overlay Studio|800000.0|Apps|800000.0|operating|USA|Provo|1.0|2013.0|technology
6280|OvermediaCast|42372.0|Analytics|42372.0|operating|BRA|São Paulo|1.0|2009.0|technology
6281|Overwatch|170000.0|FreetoPlay Gaming|170000.0|operating|USA|Bentonville|1.0|2013.0|events, travels, leisure and entertainment
6282|Ovuline|2500000.0||||||||
6283|Owingo|2758.0|Consulting|2758.0|operating|FRA|Paris|1.0|2012.0|services
6284|OwlTing 奧丁丁|1000000.0||||||||
6285|Owlet Baby Care|2100000.0|Consumer Electronics|2100000.0|operating|USA|Salt Lake City|1.0|2013.0|consumer electronics
6286|Owlin|250000.0|Finance Technology|250000.0|operating|NLD|Utrecht|1.0|2012.0|financials
6287|Owlparrot|100000.0|Mobile|300000.0|operating|USA|Sacramento|2.0|2009.0|consumer electronics
6288|OwnLocal|2685000.0||||||||
6289|OwnerListens|1350000.0||||||||
6290|OwnersAbroad.org|40000.0|Online Rental|40000.0|operating|GBR||1.0|2007.0|online platforms and marketplaces
6291|Oxford Biotrans|909150.0|Biotechnology|909150.0|operating|GBR|Oxford|1.0|2013.0|technology
6292|Oxford Genetics|227287.0|Biotechnology|227287.0|operating|GBR|Upper Heyford|1.0|2011.0|technology
6293|Oximity|1220000.0||||||||
6294|Oxynade|71160.0|Events|1514605.0||BEL|Ghent|3.0|2007.0|events, travels, leisure and entertainment
6295|Oyokey|1010000.0|Internet|1110000.0|operating|USA|Irving|2.0|2010.0|technology
6296|Oyster|3000000.0|E-Books|17000000.0|operating|USA|New York|2.0|2012.0|technology
6297|Ozura World|500000.0|Mobile Social|53000000.0|operating|HKG|Hong Kong|5.0|2004.0|online platforms and marketplaces
6298|Ozy Media|5399988.0|News|25399988.0|operating|USA|Mountain View|2.0|2012.0|events, travels, leisure and entertainment
6299|P2 Science|850000.0||||||||
6300|P2Binvestor|200000.0|Finance|1400000.0|operating|USA|Denver|2.0|2012.0|financials
6301|PA & Associates Healthcare|525000.0|Consulting|525000.0|operating|USA|Lutherville Timonium|1.0|1991.0|services
6302|PARADIGM ENERGY GROUP|960470.0|Energy Efficiency|5416970.0|operating|USA|Scottsdale|2.0|2010.0|industrial
6303|PASSNFLY|192990.0|Travel|192990.0|operating|ESP|Barcelona|1.0|2012.0|events, travels, leisure and entertainment
6304|PATHEOS|1850000.0|Travel|3424336.0|operating|USA|Englewood|4.0|2008.0|events, travels, leisure and entertainment
6305|PAYMEY|130277.0|Mobile Payments|262876.0|operating|DEU|Berlin|2.0|2013.0|financials
6306|PEER|40000.0|Professional Services|40000.0|operating|USA|San Francisco|1.0|2013.0|services
6307|PHEMI Health Systems|2800000.0|Biotechnology|2800000.0|operating|CAN|Vancouver|1.0|2013.0|technology
6308|PIE Software|100000.0|Enterprise Software|100000.0|operating|NPL|Kathmandu|1.0|2013.0|technology
6309|PIRON Corporation|110000.0||||||||
6310|PIXO, Inc.|500000.0|Publishing|500000.0|operating|USA|Palo Alto|1.0|2014.0|sales, marketing and advertising
6311|PLAXD|100000.0|Games|100000.0|operating|||1.0|2012.0|events, travels, leisure and entertainment
6312|PLAYD8|60000.0|Parenting|60000.0|closed|USA|Los Angeles|1.0|2011.0|education
6313|PLUQ|450000.0|Curated Web|450000.0|closed|||1.0|2007.0|services
6314|PO-MO|153453.0|Games|153453.0|operating|CAN|Winnipeg|1.0|2010.0|events, travels, leisure and entertainment
6315|POPRAGEOUS|500000.0|Fashion|500000.0|operating|USA|Los Angeles|1.0|2012.0|other consumer retail
6316|POPxo|300000.0|Beauty|800000.0|operating|GBR|London|2.0|2013.0|events, travels, leisure and entertainment
6317|POS on CLOUD|100000.0|Enterprise Software|100000.0|operating|USA|Louisville|1.0|2012.0|technology
6318|PPLCONNECT|1000000.0|Mobile|1000000.0|operating|CAN|Montréal|1.0|2012.0|consumer electronics
6319|PPTV|500000.0|Photography|706500000.0|acquired|CHN|Shanghai|5.0|2004.0|events, travels, leisure and entertainment
6320|PROFICIO|1100000.0|Software|1100000.0|operating|USA|Irvine|1.0|2010.0|technology
6321|PROSimity|130000.0|Professional Networking|130000.0|operating|USA|Miami|1.0|2013.0|services
6322|PROTEIN LOUNGE|1000.0|Biotechnology|1000.0|operating|USA|San Diego|1.0|2003.0|technology
6323|PRSM Healthcare|50000.0|Biotechnology|105000.0||USA|Brentwood|2.0|2011.0|technology
6324|PRUSLAND SL|1000000.0||||||||
6325|PRX Control Solutions|270000.0||||||||
6326|PT Harapan Inti Selaras|100000.0|E-Commerce|100000.0|operating|IDN|Jakarta|1.0|2011.0|online platforms and marketplaces
6327|PUSH Wellness|161391.0|Personal Health|161391.0|operating|USA|Chicago|2.0|2011.0|healthcare
6328|PVC Recycling|757625.0|Manufacturing|757625.0|operating|GBR|Stalybridge|1.0|2007.0|industrial
6329|PVPower|15000.0|E-Commerce|1009000.0|operating|USA|Chicago|2.0|2009.0|online platforms and marketplaces
6330|Pace4Life|40000.0|Nonprofits|40000.0|operating|GBR|London|1.0|2012.0|no-profit and government
6331|PacerPro|620000.0|Design|620000.0|operating|USA|San Francisco|1.0|2011.0|services
6332|Pacgen Biopharmaceuticals|12288.0|Biotechnology|12288.0|operating|CAN|Vancouver|1.0|2004.0|technology
6333|Pacific Light Technologies|1811941.0|Hardware + Software|1811941.0|operating|USA|Portland|1.0|2011.0|technology
6334|Pacific Shore Holdings|5000.0|E-Commerce|1956597.0|operating|USA|Chatsworth|6.0|2008.0|online platforms and marketplaces
6335|Pacifica Group|809179.0|Consumer Goods|809179.0|operating|GBR||1.0|2003.0|other consumer retail
6336|Packet|1300000.0|Web Hosting|1300000.0|operating|USA|New York|1.0|2014.0|technology
6337|Pact Fitness|2558000.0||||||||
6338|PadMatcher|76937.0|Online Rental|76937.0|operating|USA|Boston|1.0|2012.0|online platforms and marketplaces
6339|Paddle (Mobile Payments)|235536.0|Payments|235536.0||GBR|London|1.0|2012.0|financials
6340|Padlet|720000.0||||||||
6341|Padloc|50000.0|Security|50000.0|operating|USA|Boston|1.0|2010.0|services
6342|Page2Images|50000.0|Developer APIs|50000.0|operating|USA|Pasadena|1.0|2013.0|technology
6343|PageFair|400000.0|Digital Media|400000.0|operating|IRL|Dublin|1.0|2012.0|events, travels, leisure and entertainment
6344|Pager|4500000.0|Technology|4500000.0|operating|USA|New York|1.0|2014.0|technology
6345|PagerDuty|1900000.0|IT Management|39800000.0|operating|USA|San Francisco|3.0|2009.0|technology
6346|Pagevamp|20000.0|Social Media|20000.0|operating|USA|New York|1.0|2013.0|online platforms and marketplaces
6347|Pagido|172801.0||||||||
6348|PagoFacil|1000000.0|Payments|1000000.0|operating|MEX|Mexico City|1.0|2010.0|financials
6349|PagoPago|800000.0|Lead Generation|800000.0|closed|BRA|São Paulo|1.0|2011.0|sales, marketing and advertising
6350|Paintzen|1805000.0|Marketplaces|2025000.0|operating|USA|New York|2.0|2013.0|online platforms and marketplaces
6351|Paired Health|500000.0|Health Care|700000.0|operating|USA|Raleigh|2.0|2012.0|healthcare
6352|Palo Alto Health Sciences|1213875.0|Health and Wellness|2813875.0|operating|USA|Danville|2.0|2013.0|healthcare
6353|Palringo|1213010.0|iOS|10278514.0|operating|GBR|London|3.0|2006.0|technology
6354|Panda Graphics|1370702.0|Game|1370702.0|operating|JPN|Tokyo|1.0|2013.0|events, travels, leisure and entertainment
6355|PandaBed|20000.0|Travel|20000.0|operating|SGP|Singapore|1.0|2012.0|events, travels, leisure and entertainment
6356|PandaDoc|1055000.0||||||||
6357|PandoDaily|3500000.0||||||||
6358|Pangea Universal Holdings|1000000.0|Software|5970053.0|operating|USA|Chicago|2.0|2012.0|technology
6359|Panizon|50000.0|Sales and Marketing|50000.0|operating|TUR|Çan|1.0|2007.0|sales, marketing and advertising
6360|Panjiva|400000.0|Analytics|5600000.0|operating|USA|Cambridge|2.0|2006.0|technology
6361|Panjo|1600000.0|E-Commerce|1872500.0|operating|USA|Santa Monica|4.0|2013.0|online platforms and marketplaces
6362|Panna|1350000.0|Cooking|1384396.0|operating|USA|Westfield|3.0|2012.0|food and beverage
6363|Panopticon Laboratories|20000.0|FreetoPlay Gaming|120000.0|operating|||2.0|2013.0|events, travels, leisure and entertainment
6364|Panorama Education|4000000.0|Education|4000000.0|operating|USA|Cambridge|3.0|2012.0|education
6365|Panorama9|900000.0|Enterprise Software|900000.0|operating|USA|San Francisco|1.0|2010.0|technology
