|company_name|raised_amount_usd|market|funding_total_usd|status|country_code|city|funding_rounds|founded_year|sector
302|Agency for Student Health Research|350000.0|Education|350000.0|operating|USA|San Diego|2.0|2010.0|education
303|AgentBridge|250000.0|Real Estate|250000.0|operating|USA|Rolling Hills Estates|1.0|2013.0|financials
304|AgentPair|100000.0||||||||
305|AgentPiggy|92003.0||||||||
306|Aggregate Knowledge|500000.0|Advertising|74311925.0|acquired|USA|San Mateo|8.0|2006.0|sales, marketing and advertising
307|Agile Health|2000000.0|Health and Wellness|2000000.0|operating|USA|Nashville|1.0|2011.0|healthcare
308|AgileMD|2000000.0|Health Care|2000000.0|operating|USA|San Francisco|2.0|2011.0|healthcare
309|Agilum Healthcare Intelligence|2750000.0||||||||
310|Agolo|40000.0|Twitter Applications|40000.0|operating|USA|New York|1.0|2012.0|technology
311|Agorique|94582.0|Fashion|94582.0|operating|ESP|Barcelona|1.0|2012.0|other consumer retail
312|Agrar33|1000000.0|E-Commerce|1000000.0|operating|DEU|Paderborn|1.0|2013.0|online platforms and marketplaces
313|Agricultural Food Systems, LLC|33333.0||||||||
314|Agrivi|135000.0|Agriculture|135000.0|operating|GBR|London|1.0|2013.0|primary sector
315|Agronomic Technology Corp|250000.0|Big Data|2450000.0|operating|USA|New York|2.0|2013.0|technology
316|Ahalogy|1650000.0||||||||
317|Aiming|3699288.0|Games|22580733.0|operating|JPN|Tokyo|3.0|2011.0|events, travels, leisure and entertainment
318|Aiotra|40000.0|Advertising|40000.0|operating|CHL|Santiago|1.0|2013.0|sales, marketing and advertising
319|AirMedia|2000000.0|Content Syndication|2900000.0|operating|USA|Culver City|2.0|2014.0|technology
320|AirPOS|379147.0||||||||
321|AirSig Technology|2000000.0|Internet|2000000.0|operating|TWN|Taipei|1.0|2014.0|technology
322|AirXP|1000000.0|Curated Web|1000000.0|operating|USA|Palo Alto|1.0|2012.0|services
323|Airbnb|620000.0||||||||
324|Airpersons|700000.0||||||||
325|Airpush|400000.0|Advertising|400000.0|operating|USA|Los Angeles|1.0|2010.0|sales, marketing and advertising
326|Airside Mobile|450000.0||||||||
327|Airtasker|2000000.0|Mobile|3380000.0|operating|AUS|Sydney|2.0|2012.0|consumer electronics
328|Airu|2500000.0|E-Commerce|2500000.0|operating|BRA|São Paulo|1.0|2011.0|online platforms and marketplaces
329|Airware|3000000.0|Aerospace|40420000.0|operating|USA|San Francisco|5.0|2011.0|industrial
330|Airy Labs|1500000.0|Games|1500000.0|operating|USA|Palo Alto|2.0|2011.0|events, travels, leisure and entertainment
331|Aislelabs|1500000.0|Analytics|1500000.0|operating|CAN|Toronto|1.0|2013.0|technology
332|Aito Technologies|3403750.0|Software|3403750.0|operating|FIN|Espoo|1.0|2006.0|technology
333|Aivo|350000.0|Artificial Intelligence|350000.0|operating|ARG|Córdoba|1.0|2011.0|technology
334|Ajahn|100000.0|Education|100000.0|operating|IND|Hyderabad|1.0|2013.0|education
335|Ajungo|200000.0|Travel|200000.0|operating|USA|Philadelphia|1.0|2011.0|events, travels, leisure and entertainment
336|Akdemia|205116.0||||||||
337|Akeneo|2432351.0||||||||
338|Akimbo LLC|470000.0||||||||
339|Akita|27478.0|Software|27478.0|operating|IRL|Dublin|1.0|2014.0|technology
340|Akosha|200000.0|Mobile|5200000.0|operating|IND|New Delhi|2.0|2010.0|consumer electronics
341|Akredo|75000.0|Personal Finance|75000.0|operating|POL|Warsaw|1.0|2014.0|financials
342|Akros Silicon|2553484.0|Semiconductors|43653352.0|operating|USA|Folsom|6.0|2005.0|industrial
343|Aktifmob Mobilicious Media Agency|250000.0|SMS|250000.0|operating|IDN|Jakarta|1.0|2010.0|technology
344|AktiveBay|100000.0|Health and Wellness|100000.0|operating|||1.0|2013.0|healthcare
345|Akvo|275618.0||||||||
346|Al Detal|143262.0|E-Commerce|143262.0|operating|ESP|Madrid|1.0|2012.0|online platforms and marketplaces
347|Alcanzar Solar|40000.0|Clean Technology|40000.0|operating|USA|Palo Alto|1.0|2011.0|technology
348|Aldis|1263722.0|Software|11043722.0|operating|USA|Oak Ridge|3.0|2006.0|technology
349|Alekto|50000.0|Credit|50000.0|closed|USA|Durham|1.0|2012.0|financials
350|Alektrona|200000.0|Clean Technology|710000.0|operating|USA|Providence|2.0|2004.0|technology
351|AlertaPhone|530000.0||||||||
352|Alfred|2000000.0|Services|2000000.0|operating|USA|New York|2.0|2013.0|services
353|Algolia|2822067.0||||||||
354|Algolux|419047.0|Software|2805667.0|operating|CAN|Montréal|2.0|2013.0|technology
355|Algorithmia|2400000.0|Software|2400000.0|operating|USA|Seattle|1.0|2013.0|technology
356|AlienVault|2000035.0|Security|92900035.0|operating|USA|San Mateo|7.0|2007.0|services
357|All-Scrap|100000.0|Curated Web|100000.0|operating|||1.0|2007.0|services
358|All4Staff|265000.0|Recruiting|265000.0|operating|USA|Boulder|1.0|2014.0|services
359|AllSchoolStuff.com|1500000.0|Retail|1500000.0|operating|IND|Gurgaon|1.0|2011.0|other consumer retail
360|AllSource Analysis|500000.0|Open Source|500000.0|operating|USA|Longmont|1.0|2014.0|technology
361|AllTheRooms|1100000.0|Travel|1100000.0|operating|USA|New York|1.0|2013.0|events, travels, leisure and entertainment
362|AllTrails|1639987.0||||||||
363|Allbound|30000.0|Sales and Marketing|30000.0|operating|USA|San Francisco|1.0|2014.0|sales, marketing and advertising
364|Allclasses|1500000.0|Search|1500000.0|operating|USA|Boston|1.0|2013.0|technology
365|Alleantia|356888.0||||||||
366|Allegory Law|550000.0|Legal|550000.0|operating|USA|New York|1.0|2011.0|services
367|AlleyWatch|40000.0|Startups|40000.0|operating|USA|New York|1.0|2012.0|services
368|Allocadia|1000000.0|Enterprise Software|7409591.0|operating|CAN|Vancouver|2.0|2010.0|technology
369|Alloka|100000.0|Business Services|125000.0||RUS||2.0|2010.0|services
370|Allovue|800000.0|Education|800000.0|operating|USA|Baltimore|1.0|2013.0|education
371|Allthetopbananas.com|858800.0|Advertising|858800.0|operating|GBR|Peterborough|1.0|2007.0|sales, marketing and advertising
372|Alltuition|1015000.0||||||||
373|Almashopping|100000.0|Beauty|1225000.0|operating|ARG|Buenos Aires|4.0|2012.0|events, travels, leisure and entertainment
374|Alminder|1525000.0|Mobile|1525000.0|operating|USA|Palo Alto|1.0|2012.0|consumer electronics
375|Aloompa|500000.0|Mobile|500000.0|operating|USA|Nashville|1.0|2009.0|consumer electronics
376|Alorum|200000.0|Software|200000.0|operating|USA|Palm Harbor|1.0|2006.0|technology
377|AlphaBeta Labs|40000.0|Education|40000.0|operating|IND|Bangalore|1.0|2010.0|education
378|AlphaBoost|1000000.0|Advertising|1000000.0|operating|USA|Los Angeles|1.0|2011.0|sales, marketing and advertising
379|AlphaClone|750000.0|Stock Exchanges|1400000.0|operating|USA|San Francisco|3.0|2008.0|financials
380|AlphaNation|400000.0||||||||
381|Alphabet Energy|1000000.0|Clean Technology|31000000.0|operating|USA|San Francisco|4.0|2009.0|technology
382|AlpineReplay|2132731.0|Hardware + Software|2132731.0|operating|USA|Huntington Beach|2.0|2010.0|technology
383|Alt12 Apps|1260000.0|Mobile|1260000.0|operating|USA|San Francisco|1.0|2009.0|consumer electronics
384|Altar|210000.0|Hospitality|210000.0|operating|USA|Lake Oswego|1.0|2012.0|no-profit and government
385|Altavoz|425000.0||||||||
386|Altia|1157500.0|Software|1157500.0|operating|USA|Colorado Springs|1.0|1992.0|technology
387|Altitude Digital|200000.0|Advertising|12200000.0|operating|USA|Denver|3.0|2009.0|sales, marketing and advertising
388|Altitude Games|275000.0|Games|275000.0|operating|PHL|Makati|1.0|2014.0|events, travels, leisure and entertainment
389|AltspaceVR|5200000.0|Digital Media|5200000.0|operating|USA|Redwood City|1.0|2013.0|events, travels, leisure and entertainment
390|AlumniFunder|125000.0|Finance|125000.0|operating|USA|Santa Monica|1.0|2012.0|financials
391|AlwaySupport|300000.0|Knowledge Management|300000.0|operating|||1.0|2014.0|financials
392|Always Prepped|650000.0|Education|650000.0|operating|USA|Bethesda|1.0|2012.0|education
393|Alytics|37994.0|Advertising|117994.0||RUS|Zelenograd|2.0|2012.0|sales, marketing and advertising
394|Amara Health Analytics|75000.0|Health and Wellness|75000.0|operating|USA|San Diego|1.0|2010.0|healthcare
395|Amarantus BioSciences|1299327.0|Biotechnology|4299327.0|operating|USA|Sunnyvale|2.0|2008.0|technology
396|Amazing Hiring|800000.0||||||||
397|Ambassador|18000.0|Software|18000.0|operating|USA|Royal Oak|4.0|2010.0|technology
398|AmberAds|40000.0|App Marketing|40000.0|operating|CHL|Santiago|1.0|2013.0|sales, marketing and advertising
399|Ambient Clinical Analytics|1185800.0|Health Care|1185800.0|operating|USA|Rochester|1.0|2014.0|healthcare
400|Ambient Industries|900000.0|Startups|900000.0|operating|||2.0|2008.0|services
401|Ambio Health|475000.0|Health and Wellness|1000000.0|operating|USA|Stamford|2.0|2011.0|healthcare
402|Ambiq Micro|2650000.0||||||||
403|Ambition, Inc|2000000.0|SaaS|2000000.0|operating|USA|Chattanooga|2.0|2013.0|services
404|Amen.|3000000.0||||||||
405|American Gene Technologies International|1324999.0|Biotechnology|1664999.0|operating|USA|Rockville|2.0|2007.0|technology
406|American Medical CO-OP|1612500.0||||||||
407|Americanflat|40000.0|Design|40000.0|operating|USA|New York|1.0|2011.0|services
408|Amerpages|40000.0|Enterprise Software|40000.0|operating|USA|Miami|1.0|2011.0|technology
409|Amiato|2000000.0|Analytics|2000000.0|operating|USA|Palo Alto|1.0|2011.0|technology
410|Amicus|3780000.0||||||||
411|Amino Apps|1650000.0|Communities|1650000.0|operating|USA|Boston|1.0|2011.0|events, travels, leisure and entertainment
412|Amoobi|180187.0|Mobile|180187.0|operating|BEL|Nivelles|1.0|2011.0|consumer electronics
413|AmpIdea|18000.0|Finance|18000.0|closed|||1.0|2008.0|financials
414|AmpliSense|150000.0||||||||
415|Amplifinity|2500000.0|Brand Marketing|10100000.0|operating|USA|Ann Arbor|3.0|2010.0|sales, marketing and advertising
416|Amvona|1000000.0|Retail|1000000.0|operating|USA|Hardwick|1.0|1999.0|other consumer retail
417|An Estuary|100000.0|Software|100000.0|operating|USA|Baltimore|1.0|2013.0|technology
418|Anchor ID, Inc.|300000.0|Software|590000.0|operating|USA|Kingston|2.0|2014.0|technology
419|Anchovi Labs|15000.0|Photography|15000.0|closed|||1.0|2011.0|events, travels, leisure and entertainment
420|Anctu|30000.0|Software|30000.0|operating|HRV|Osijek|1.0|2012.0|technology
421|Andean Designs|40000.0|Design|40000.0|operating|CHL|Puerto Varas|1.0|2011.0|services
422|Andegavia Cask Wines|275000.0|Consumer Goods|900000.0|operating|||2.0|2013.0|other consumer retail
423|Andela|3000000.0|Software|3000000.0|operating|USA|New York|1.0|2014.0|technology
424|Anedot|1300000.0|Nonprofits|1300000.0|operating|USA|Baton Rouge|1.0|2011.0|no-profit and government
425|AngelList|100000.0|Databases|24100000.0|operating|USA|San Francisco|2.0|2010.0|technology
426|Angelfish|500000.0|Game|500000.0|operating|TUR|Istanbul|1.0|2013.0|events, travels, leisure and entertainment
427|Angle|1075000.0||||||||
428|Angstro|225000.0|Software|225000.0|acquired|USA|Palo Alto|1.0|2007.0|technology
429|Animalvitae|85000.0|Startups|335068.0|operating|ESP|Madrid|2.0|2012.0|services
430|Anipipo|104138.0||||||||
431|Aniways|2210000.0||||||||
432|Annex Products|121000.0||||||||
433|Annexon|999999.0|Biotechnology|999999.0|operating|USA|Palo Alto|1.0|2011.0|technology
434|Anomo|800000.0|Social Media|1372725.0|operating|USA|Bellevue|3.0|2012.0|online platforms and marketplaces
435|AnonymAsk|10000.0|Online Dating|35000.0|operating|USA|New York|2.0|2014.0|events, travels, leisure and entertainment
436|Anonymess|1500000.0|Messaging|1500000.0|operating|USA|Malibu|1.0|2014.0|online platforms and marketplaces
437|Anonymous You|200000.0|Opinions|200000.0|closed|USA|Cape Coral|1.0|2010.0|online platforms and marketplaces
438|Anser Innovation|1000000.0|Hardware + Software|2500000.0|operating|USA|Burnsville|2.0|2011.0|technology
439|Answer.To|35000.0|E-Commerce|35000.0|operating|USA|Sunnyvale|1.0|2013.0|online platforms and marketplaces
440|AnswerGo.com|10000.0|Consumer Internet|10000.0|operating|CAN|Markham|1.0|2011.0|technology
441|Antavo|65340.0|Sales and Marketing|65340.0|operating|GBR|London|1.0|2012.0|sales, marketing and advertising
442|Ante Up|160000.0||||||||
443|Antibe Therapeutics|55000.0|Biotechnology|3070398.0||CAN|Toronto|2.0|2010.0|technology
444|Anvato|550000.0|Software|2550000.0|operating|USA|Mountain View|2.0|2007.0|technology
445|Anxa|495650.0|Psychology|495650.0|operating|HKG|Hong Kong|1.0|2002.0|healthcare
446|Any.DO|3500000.0|iPhone|4500000.0|operating|ISR|Tel Aviv|2.0|2011.0|consumer electronics
447|AnyCloud|125000.0||||||||
448|AnyPerk|1450000.0|Subscription Businesses|5850000.0|operating|USA|San Francisco|3.0|2012.0|other consumer retail
449|AnyPresence|2000000.0|Mobile Software Tools|13500000.0|operating|USA|Reston|3.0|2011.0|technology
450|Anyfi Networks|3040733.0||||||||
451|Anygma|2306560.0|Content|2306560.0|operating|BEL|Antwerpen|1.0|2007.0|events, travels, leisure and entertainment
452|Apama Medical|1100000.0|Biotechnology|4300000.0|operating|USA|Saratoga|2.0|2009.0|technology
453|Apcera|2200000.0|Cloud Computing|7200000.0|operating|USA|San Francisco|3.0|2012.0|technology
454|Apex Therapeutics|2488899.0|Biotechnology|2488899.0|operating|USA|Indianapolis|1.0|2005.0|technology
455|ApexPeak|1840000.0|Finance|1840000.0||SGP|Singapore|1.0|2013.0|financials
456|Apiary|1630000.0|Software|1750000.0|operating|USA|San Francisco|2.0|2011.0|technology
457|Apiphany|2300000.0|Software|2900000.0|acquired|USA|Washington|2.0|2012.0|technology
458|Apliiq|270000.0|Design|270000.0|operating|USA|Los Angeles|1.0|2009.0|services
459|Aplos Software|150000.0|Software|3350000.0|operating|USA|Fresno|3.0|2009.0|technology
460|App in the Air|100000.0|iPhone|250000.0||RUS||2.0|2011.0|consumer electronics
461|App.io|2255000.0||||||||
462|App2you|40000.0|Analytics|746000.0|operating|USA|La Jolla|3.0|2006.0|technology
463|App47|1000000.0|Enterprise Software|1750000.0|operating|USA|Reston|2.0|2011.0|technology
464|AppBrick|25000.0|Publishing|25000.0|operating|USA|New York|1.0|2011.0|sales, marketing and advertising
465|AppChina|750000.0|Curated Web|750000.0|operating|CHN|Beijing|1.0|2011.0|services
466|AppDevy|250000.0|Web Design|250000.0|operating|USA|Chicago|1.0|2013.0|technology
467|AppDirect|3250000.0|PaaS|55750000.0|operating|USA|San Francisco|4.0|2009.0|services
468|AppEnsure|250000.0|Enterprise Software|2916745.0|operating|USA|Santa Clara|2.0|2012.0|technology
469|AppFirst|1500000.0|Application Performance Monitoring|17850000.0|operating|USA|New York|5.0|2009.0|technology
470|AppGeek|15000.0|iOS|15000.0|operating|CAN|Toronto|1.0|2012.0|technology
471|AppGyver|1000000.0|Mobile Software Tools|3500000.0|operating|USA|San Francisco|2.0|2011.0|technology
472|AppHero|1800000.0|Mobile|1800000.0|acquired|CAN|Toronto|1.0|2011.0|consumer electronics
473|AppJet|15000.0|Curated Web|715000.0|acquired|USA|San Francisco|3.0|2007.0|services
474|AppLayer|800441.0|Web Hosting|800441.0|operating|GBR|London|1.0|2009.0|technology
475|AppLovin|4000000.0|Apps|4000000.0|operating|USA|San Francisco|2.0|2012.0|technology
476|AppMakr|1000000.0|iPhone|1000000.0|acquired|SGP|Singapore|1.0|2010.0|consumer electronics
477|AppRedeem|700000.0|Mobile|700000.0|operating|USA|San Francisco|1.0|2010.0|consumer electronics
478|AppSurfer|200000.0|Curated Web|200000.0|operating|IND|Pune|1.0|2011.0|services
479|AppThwack|618000.0||||||||
480|AppUpper - ASO|1000.0|Mobile|1000.0|operating|||1.0|2014.0|consumer electronics
481|Appcore|500000.0|Enterprise Software|11600000.0|operating|USA|Des Moines|4.0|2008.0|technology
482|Appear Here|1900000.0|Marketplaces|9400000.0|operating|GBR|London|2.0|2013.0|online platforms and marketplaces
483|Appetas|120000.0||||||||
484|Appforma|2200000.0||||||||
485|Appfrica|15000.0|Graphics|15000.0|operating|UGA|Kampala|1.0|2008.0|events, travels, leisure and entertainment
486|Appifier|318627.0|Development Platforms|318627.0|acquired|CAN|Montréal|1.0|2011.0|technology
487|Appiness Inc|200000.0|Mobile|200000.0|operating|USA|San Diego|1.0|2014.0|consumer electronics
488|Appington|1200000.0|Mobile Advertising|1200000.0|operating|USA|San Mateo|1.0|2011.0|sales, marketing and advertising
489|Appiterate|500000.0|Mobile|500000.0|operating|USA|Santa Clara|1.0|2013.0|consumer electronics
490|Appland|1100000.0|Content|1100000.0|operating|SWE|Göteborg|1.0|2011.0|events, travels, leisure and entertainment
491|Applaud|400000.0|Software|1450000.0|operating|USA|Cincinnati|3.0|2009.0|technology
492|Applause|500000.0|Testing|81556000.0|operating|USA|Framingham|7.0|2007.0|technology
493|Applauze|3250000.0|Mobile|10450000.0|operating|USA|Mountain View|3.0|2010.0|consumer electronics
494|ApplePie Capital|3770000.0|Financial Services|7540000.0|operating|||2.0|2013.0|financials
495|Applicasa|1000000.0||||||||
496|Application Experts|18000.0|Software|18000.0|operating|USA|Broomfield|1.0|2006.0|technology
497|Applied NanoTools|145161.0|Nanotechnology|370356.0|operating|CAN|Edmonton|2.0|2002.0|technology
498|Applifier|2000000.0|Games|6000000.0|acquired|FIN|Helsinki|2.0|2008.0|events, travels, leisure and entertainment
499|Applits|63000.0|Apps|63000.0|operating|||1.0|2012.0|technology
500|ApplyInc.com|125000.0|Real Estate|125000.0|operating|USA|New York|1.0|2013.0|financials
501|ApplyMap|90000.0|Analytics|90000.0|operating|USA|Santa Monica|1.0|2013.0|technology
502|Appoet|20000.0|Retail|20000.0|operating|||1.0|2012.0|other consumer retail
503|Apportable|8700000.0||||||||
504|Appreciation Engine|585000.0||||||||
505|Apps4Pro|200000.0|Tablets|200000.0|operating|FRA|Tours-en-vimeu|1.0|2012.0|consumer electronics
506|AppsBuilder|1955250.0|Android|3455250.0|operating|ITA|Catania|3.0|2010.0|technology
507|AppsFunder|50000.0|Consumer Electronics|250000.0|operating|BEL|Ghent|2.0|2011.0|consumer electronics
508|Appscend|40000.0|QR Codes|40000.0|operating|USA|New York|1.0|2010.0|technology
509|Appsee|1000000.0|Mobile|3000000.0|operating|ISR|Tel Aviv|2.0|2012.0|consumer electronics
510|Apptentive|1200000.0|Finance|6515000.0|operating|USA|Seattle|4.0|2011.0|financials
511|ApptheGame|200000.0|Sports|200000.0|operating|USA|San Francisco|2.0|2011.0|events, travels, leisure and entertainment
512|Appticles|282355.0||||||||
513|Apptimate|185000.0||||||||
514|Apptimize|2100000.0|Enterprise Software|2100000.0|operating|USA|Mountain View|3.0|2013.0|technology
515|Apptive|1050000.0||||||||
516|Apptopia|1767000.0||||||||
517|Appurify|1750000.0|Testing|6250000.0|acquired|USA|San Francisco|2.0|2012.0|technology
518|Appwapp|9677.0|Mobile|54596.0|operating|CAN|Montréal|2.0|2010.0|consumer electronics
519|Appy Couple|2725000.0||||||||
